"date","CDU/CSU","SPD","Die Linke/PDS","AfD","Bündnis 90/Die Grünen","FDP"
2014-08-18,41.3,25.9,5.9,4.5,10,3.3
2014-08-11,41.5,25.8,9,5.1,9.6,3.2
2014-08-04,41.8,25.1,7,5.2,9.6,3.2
2014-07-28,41.3,23.8,7.2,5,10.2,3.2
2014-07-21,40.8,24.8,6.2,5,10.2,3.5
2014-07-14,40.4,24.2,7,5.8,11,3.2
2014-07-07,40,24.8,7.4,5.6,10.5,3.5
2014-06-30,40.2,24.2,7.2,6.5,10.2,3.4
2014-06-23,39.8,24.3,4.6,6.2,11.1,3.8
2014-06-16,39.3,24.8,7.7,6.4,10.4,4
2014-06-09,38.8,24.9,8,6.7,10.4,3.7
2014-06-02,38,24.5,6.2,7,10.5,3.8
2014-05-26,39.2,25,8,6,10,4.2
2014-05-19,39.5,25,7.8,5.8,10.2,4.2
2014-05-12,40.2,24.8,5.9,5.2,10.8,4.2
2014-05-05,41,24,6,5,10.5,3.5
2014-04-28,40.8,24.7,8.3,5.2,10,4.1
2014-04-21,40.8,24.2,5.7,5.3,10.2,4.2
2014-04-14,40.9,24.2,7,5.4,10,4.2
2014-04-07,41.2,24.2,7.8,5.5,10,3.8
2014-03-31,41.2,24.5,8,5.2,10.2,3.4
2014-03-24,41,24.3,7.3,5,10,3.7
2014-03-17,41,24.2,6.2,4.8,10.2,4.1
2014-03-10,41.8,23.9,7.8,4.9,10,3.8
2014-03-03,40.2,24.1,8,5.2,10.2,4
2014-02-24,41.3,24,5.8,4.9,10.2,4.2
2014-02-17,40.5,24.9,7.9,5,10.4,4
2014-02-10,41.2,25.5,7.5,4.5,9.5,4
2014-02-03,42.1,25.2,7.7,4.2,9.5,4
2014-01-27,41,25.4,7.2,4.2,9.9,4.6
2014-01-20,41.7,24.9,7.1,4.2,9.1,4.3
2014-01-13,41,25.2,9.1,4.5,9.5,4.2
2014-01-06,41.2,24,10,5,9.5,4.5
2013-12-23,41.7,25.3,9,4.3,9.3,4.3
2013-12-16,42.1,25.1,8.1,4.5,9.3,3.9
2013-12-09,42.6,25,7.9,4.5,9.6,3.2
2013-12-02,41.9,24.8,9.6,4.8,9.5,3.4
2013-11-25,41.3,25.1,8,4.6,9.7,3.4
2013-11-18,41,24.8,7.6,4.9,9.8,3.8
2013-11-11,41.6,25.4,9.1,4.7,9.8,3.4
2013-11-04,42,25.3,9,4.7,9.5,3.2
2013-10-28,41.2,25.9,9,4.9,9.5,3.6
2013-10-21,42.2,25.2,8,4.9,8.8,3.6
2013-10-14,42.5,25.2,6.7,5.6,8.7,3.5
2013-10-07,43.5,24.5,8.5,6,8,3.5
2013-09-30,42.7,25.7,9.3,5.3,7.3,3.3
2013-09-23,38.9,27.1,3.9,4.5,8.7,5.7
2013-09-16,39.1,26.2,3.2,3.6,10.6,5
2013-09-09,39.8,26.2,3.4,3,10.6,4.9
2013-09-02,39.8,25.1,4.1,3.1,12.1,5.4
2013-08-26,40.5,24.7,3.4,3,12.7,5.5
2013-08-19,40,24.9,3,2,13.1,5.6
2013-08-12,40,25.2,2.5,2.8,13.5,5
2013-08-05,39.9,25.6,3.7,2.2,13.7,5
2013-07-29,40,25,2.3,2.7,14.2,4.3
2013-07-22,39.9,25,2.4,2.7,13.7,4.9
2013-07-15,40.1,25.4,3,2.5,13.6,5
2013-07-08,40.3,25.2,2.3,2.6,13.8,4.7
2013-07-01,40.9,24.9,2.9,2.7,14,4.3
2013-06-24,40.3,25.1,2.6,2,14.9,4.5
2013-06-17,40,25.2,2.7,2.5,14.3,4.8
2013-06-10,41,26.2,4.2,2.8,13.2,4.2
2013-06-03,39.7,26.1,3.4,3.2,14.2,4.1
2013-05-27,39.7,25.5,2.5,2.7,13.8,4
2013-05-20,39.2,26,3,3,13.7,4.4
2013-05-13,38.2,26.2,3.7,2.7,14.7,4.2
2013-05-06,37.9,25.9,3.6,2.9,15,4.8
2013-04-29,39,26.1,2.9,2.9,14.9,4.6
2013-04-22,39.9,25.2,2.7,4,14.1,5.1
2013-04-15,40.8,25.5,2.9,3,14.3,5.1
2013-04-08,39.7,25.7,2.5,NA,15.2,5
2013-04-01,39.3,26,3,NA,15,4.7
2013-03-25,39.7,26.7,2.8,NA,15.1,4.8
2013-03-18,39.9,26.2,2.6,NA,15.7,5.1
2013-03-11,40.1,26.6,3,NA,15.7,4.4
2013-03-04,40.7,26.2,3,NA,15,4.7
2013-02-25,40.1,27.5,2.5,NA,15,4.6
2013-02-18,40.3,27.3,2.7,NA,15.1,4.7
2013-02-11,39.8,28,3.2,NA,14.8,3.8
2013-02-04,41.2,27.2,2.7,NA,14.8,4.3
2013-01-28,41,27,3.1,NA,14.5,4.6
2013-01-21,41.3,26.1,3.4,NA,13.7,4.1
2013-01-14,40.6,27,3.3,NA,14.3,3.7
2013-01-07,40,27.5,3.3,NA,13.8,3.7
2012-12-17,38.7,28.9,3.6,NA,13.1,4.4
2012-12-10,38.6,28.9,3.1,NA,13.9,4.2
2012-12-03,37,28.7,3.7,NA,14.5,4.5
2012-11-26,36.8,28.3,4,NA,14.8,4
2012-11-19,37.4,27.3,4.2,NA,15.4,4.1
2012-11-12,38,29,4.3,NA,14,4.5
2012-11-05,38.4,29.6,3.7,NA,13.5,4
2012-10-29,37.2,29,4.2,NA,13.4,3.8
2012-10-22,37.5,28.7,4.8,NA,12.7,3.8
2012-10-15,36.8,29.8,4.6,NA,12,3.8
2012-10-08,36.6,30.1,5,NA,11.6,4.5
2012-10-01,36.7,29.3,5.2,NA,12.3,4.2
2012-09-24,36.5,29,5.9,NA,13,4.5
2012-09-17,37,27.2,6.2,NA,12.9,4.8
2012-09-10,37.2,27.7,6.2,NA,13.5,4.2
2012-09-03,36.7,28.5,6.2,NA,13.7,4
2012-08-27,36,28.2,6.4,NA,14.2,4.2
2012-08-20,36.2,27.9,6.9,NA,13.6,4.6
2012-08-13,35.3,29,6.6,NA,13.7,4.6
2012-08-06,36,28.8,7,NA,13.2,4.6
2012-07-30,35.5,29.3,7,NA,14,4.5
2012-07-23,35.3,29,7.6,NA,13.2,4.3
2012-07-16,35.7,28.8,7.7,NA,13.5,4.2
2012-07-09,35.3,28,8.1,NA,13.6,4.4
2012-07-02,35,28.7,8.2,NA,13.8,4.2
2012-06-25,34.4,30.2,7.6,NA,13.4,4.6
2012-06-18,34.2,29.1,9.1,NA,13.5,5.2
2012-06-11,34.1,29.9,7.8,NA,13.2,5.2
2012-06-04,33.3,30.5,8.3,NA,13.7,5
2012-05-28,33,29.8,9.2,NA,13.6,4.8
2012-05-21,33.1,28.8,10.6,NA,13.2,5.3
2012-05-14,33.9,28.9,9.8,NA,13.4,4.9
2012-05-07,34.8,26.8,9.4,NA,14.2,4.8
2012-04-30,35.3,27,10,NA,13.2,4.2
2012-04-23,35.1,26.2,11,NA,13.4,4.5
2012-04-16,35.4,26.4,10.4,NA,12.8,4.2
2012-04-09,34.9,27.1,10.4,NA,13,3.9
2012-04-02,35.8,27.3,9.5,NA,13.3,4
2012-03-26,35.8,28,7.8,NA,14.2,3.7
2012-03-19,36.5,26.9,6.3,NA,14.3,3.9
2012-03-12,35.8,28.2,6.2,NA,14.5,3.4
2012-03-05,36,28,7,NA,14.3,3
2012-02-27,36.3,27.3,7.7,NA,14.3,3
2012-02-20,37.5,25.8,7.8,NA,14.9,2.7
2012-02-13,36.2,27.5,7,NA,15.1,3.1
2012-02-06,37,27.3,6.7,NA,13.7,2.7
2012-01-30,36.3,28,7,NA,14,3
2012-01-23,35.7,29,6.2,NA,15.2,3
2012-01-16,35.5,28.5,6,NA,15.4,3.2
2012-01-09,35.3,29,6.3,NA,15.3,3.3
2012-01-02,35.3,28.3,7,NA,16,2.3
2011-12-26,35,27,8,NA,14,3
2011-12-19,35.3,29.3,6.7,NA,15,3
2011-12-12,34.2,29.8,6.2,NA,15.2,3
2011-12-05,34.7,29.3,6.3,NA,14.7,3.3
2011-11-28,34.7,28,6.3,NA,15.7,3
2011-11-21,34.1,28.3,6.3,NA,16.1,3.1
2011-11-14,34.5,28,7.5,NA,15,3
2011-11-07,33.2,29,6.4,NA,16,3.6
2011-10-31,33,29.3,7.7,NA,15,3.7
2011-10-24,32.6,29.3,7.8,NA,16.4,3.4
2011-10-17,32.2,28.8,7.8,NA,16.8,3.8
2011-10-10,32.3,28,8.3,NA,16,3.7
2011-10-03,31.7,28.3,8.3,NA,17,3.3
2011-09-26,32.3,28.7,6.3,NA,17.3,3.7
2011-09-19,32.8,29.3,6.8,NA,19.3,3.7
2011-09-12,32.4,29.1,8,NA,19.2,4.2
2011-09-05,33.2,29.8,7.5,NA,19,3.8
2011-08-29,33,27.7,6.3,NA,20,4
2011-08-22,33.6,26.9,7.4,NA,21,5
2011-08-15,32.5,27.8,7.6,NA,20.5,4.9
2011-08-08,33,27.3,8.3,NA,20.7,4
2011-08-01,32.3,27.7,8.3,NA,21.7,4
2011-07-25,32.5,27,9,NA,22,3.5
2011-07-18,32.5,25.9,8.3,NA,22.3,4.6
2011-07-11,32.8,26.8,8.1,NA,21.5,4.6
2011-07-04,32,25.7,8.7,NA,22.3,4.7
2011-06-27,33.5,24.5,8.5,NA,22,5
2011-06-20,33.4,24.4,7.9,NA,22.9,4.8
2011-06-13,32,24,9,NA,24,4.5
2011-06-06,33,25.5,8,NA,23.5,4.2
2011-05-30,31.5,23.5,8,NA,25,5
2011-05-23,32.5,24.8,8,NA,23.8,4.8
2011-05-16,33.1,24.8,8.5,NA,22.8,4.4
2011-05-09,32.7,24,8.7,NA,23.3,4.3
2011-05-02,33.5,24.5,8,NA,23.8,4.2
2011-04-25,32.5,22.5,8,NA,26,4
2011-04-18,32.4,24.4,8.2,NA,24,5
2011-04-11,32.5,24.8,8,NA,24.8,4
2011-04-04,32,25.3,7.7,NA,24.7,4.3
2011-03-28,32.3,25.7,8.3,NA,23.3,4.3
2011-03-21,34.1,26.6,8.2,NA,20.2,4.9
2011-03-14,34.6,27.1,8.2,NA,18.9,5.2
2011-03-07,35.3,27.3,9.7,NA,15,6
2011-02-28,34.5,27.5,9.5,NA,15.5,6
2011-02-21,35,27.8,9,NA,16,5.5
2011-02-14,34.5,25.8,9.5,NA,18.7,5.2
2011-02-07,35.2,25,9.8,NA,18.5,5.2
2011-01-31,35.7,24.7,9.3,NA,18.7,5
2011-01-24,34.6,26.6,9,NA,19,4.9
2011-01-17,35.1,26.4,8.6,NA,19,4.6
2011-01-10,35.3,26.3,8.7,NA,19,4.7
2011-01-03,35.3,25.7,9,NA,20,4
2010-12-27,34,24,11,NA,20,4
2010-12-20,34.3,25.3,10.7,NA,19.3,3.7
2010-12-13,33.4,26.9,9.2,NA,19.9,4.8
2010-12-06,34,25,10,NA,20,4.7
2010-11-29,33.5,25,9.8,NA,20.8,5
2010-11-22,33.5,23,9.5,NA,21.5,5.5
2010-11-15,32,25.9,9.8,NA,20.8,5.2
2010-11-08,31.6,26.2,9.8,NA,21.8,5.2
2010-11-01,31,25,10.3,NA,22.7,4.7
2010-10-25,31.6,27.6,9.5,NA,20,5
2010-10-18,31,26,10,NA,22.3,4.7
2010-10-11,30.1,26.5,10.4,NA,22.1,4.9
2010-10-04,31.3,26,10,NA,21.3,5.3
2010-09-27,31,28,9.8,NA,20,5.2
2010-09-20,30.7,28.2,10.6,NA,18.8,5.2
2010-09-13,31.2,28.6,10.4,NA,18.2,5.4
2010-09-06,31.3,28,10.3,NA,19,5.3
2010-08-30,31.3,29,9.7,NA,18,5.7
2010-08-23,31.6,29.6,10.2,NA,17,5.3
2010-08-16,31,30,10.2,NA,16.8,5
2010-08-09,30.3,30,10.2,NA,17.7,5.7
2010-08-02,30.7,29.3,10.7,NA,17,5.7
2010-07-26,30.5,28.5,11,NA,17.5,5.5
2010-07-19,31.8,29.7,10.2,NA,16.4,5
2010-07-12,31.6,30.4,10.4,NA,16.1,5.4
2010-07-05,31,27.5,11.5,NA,17.5,5
2010-06-28,32.3,28.7,11,NA,17,5
2010-06-21,32.2,28.6,10.6,NA,17,5.7
2010-06-14,31.8,28.8,11.2,NA,16.1,5.8
2010-06-07,31.7,27.3,12.3,NA,16.3,6
2010-05-31,31.8,27.8,11.5,NA,15.8,7
2010-05-24,32,27,11.7,NA,16,7.3
2010-05-17,33,27.9,10.5,NA,15.2,7
2010-05-10,33.7,26,11.3,NA,15.7,7.3
2010-05-03,34,25.5,10,NA,16,8.5
2010-04-26,35.5,25.6,10.1,NA,14.6,8.5
2010-04-19,35.5,25.8,9.4,NA,14.6,8.7
2010-04-12,35.7,24.7,11,NA,14.7,8.3
2010-04-05,34,26,12,NA,14,9
2010-03-29,34.5,25.5,11.5,NA,14.2,7.8
2010-03-22,34.3,25.9,10.4,NA,14.6,8.9
2010-03-15,35,24.9,10.8,NA,14.5,8.8
2010-03-08,34.3,24.3,11.3,NA,14.7,9.3
2010-03-01,35,24.6,10,NA,14.8,9.9
2010-02-22,35.5,23.9,11.1,NA,14.4,9.6
2010-02-15,34.7,24.3,11.3,NA,15.7,8.7
2010-02-08,35,23.5,11,NA,15.5,8.5
2010-02-01,36,24.3,11,NA,14.3,9
2010-01-25,36,23.7,11,NA,13.7,9.7
2010-01-18,35.1,23.9,10.7,NA,13.5,11.2
2010-01-11,35,23.3,11.3,NA,13,11
2010-01-04,36,25,10,NA,12,11
2009-12-28,35,22,11,NA,13,12
2009-12-21,34.7,22.3,11.7,NA,12.3,12
2009-12-14,35.2,23.5,11.2,NA,12.7,12
2009-12-07,35,22.3,11.7,NA,13.3,12
2009-11-30,35.5,22.8,11.5,NA,12,12.2
2009-11-23,35.3,21.2,12.5,NA,12,13
2009-11-16,35,21,12.8,NA,12.2,12.8
2009-11-09,35,20.7,12.3,NA,12.7,13
2009-11-02,35,21.8,12.5,NA,12,13.2
2009-10-26,34.9,21.1,13.4,NA,11.1,14.2
2009-10-19,34.7,21,13,NA,11,14.7
2009-10-12,34,20.7,13.3,NA,11.3,15
2009-10-05,34.2,22,13.2,NA,10.8,14.2
2009-09-28,33,25,12,NA,10,14
2009-09-21,35.5,25,10.9,NA,10.8,13.2
2009-09-14,35.8,23.3,11.6,NA,11.2,12.9
2009-09-07,35.5,22.8,12,NA,11.2,14
2009-08-31,35,23.5,10.9,NA,12,13.8
2009-08-24,36.5,22.9,9.5,NA,12.6,13.7
2009-08-17,36.3,22.7,10,NA,12.3,14
2009-08-10,36.5,22.6,9.8,NA,12.2,14.1
2009-08-03,35.7,22,10.7,NA,12.7,15
2009-07-27,36.2,23.8,9.8,NA,11.8,14
2009-07-20,36.1,23.5,10.1,NA,12.4,13.7
2009-07-13,36,23,10.3,NA,12.3,13.7
2009-07-06,36.3,23.3,9.7,NA,11.7,14
2009-06-29,35.3,22.7,10.7,NA,12.3,14.7
2009-06-22,35.8,23.6,10,NA,11.6,14.5
2009-06-15,35.5,24.1,10.1,NA,11.9,14.4
2009-06-08,36,24.8,9.2,NA,11.8,13.8
2009-06-01,35,26,10,NA,10.7,13.7
2009-05-25,34.5,25.5,10.5,NA,10.5,14.5
2009-05-18,35.7,26.3,9.6,NA,10.7,13.6
2009-05-11,35.4,27.4,9.8,NA,10.2,13.4
2009-05-04,35,26,10.3,NA,9.7,14.7
2009-04-27,36,26,9.7,NA,9.3,14.3
2009-04-20,35.5,25.2,10.7,NA,10.2,14.2
2009-04-13,35.1,25.7,10.1,NA,10.2,15.1
2009-04-06,35,25.8,9.8,NA,10.2,15.2
2009-03-30,34.5,25.8,10.8,NA,9.8,15.8
2009-03-23,33.5,25.5,11.5,NA,10,15.5
2009-03-16,34,25.7,10,NA,10.6,15.8
2009-03-09,34.7,25,10.7,NA,9.7,16
2009-03-02,32.3,25.7,11,NA,11,16.3
2009-02-23,33.5,23.5,11.5,NA,10.5,17.5
2009-02-16,35.6,25.1,10.4,NA,10.6,15
2009-02-09,33.5,23.5,11.5,NA,10.5,17
2009-02-02,34.8,24.5,10.8,NA,10.5,15.5
2009-01-26,36,25,11,NA,10.7,13.5
2009-01-19,35.3,24.7,11.3,NA,10.3,13.7
2009-01-12,37.3,25.7,11,NA,9,12
2009-01-05,36.7,24.7,10.7,NA,10.3,12.7
2008-12-22,37.4,24.4,11.3,NA,10.8,12.3
2008-12-15,37,24.6,11.7,NA,10.3,12.1
2008-12-08,36.7,23.7,12,NA,11.3,12
2008-12-01,36,24,12.5,NA,10.5,12.5
2008-11-24,35.8,24.3,12.5,NA,10.5,12.4
2008-11-17,36,24.9,12.6,NA,10.4,11.8
2008-11-10,36.6,24.8,12.4,NA,9.6,11.8
2008-11-03,36,26,13,NA,7,12
2008-10-27,36.2,24.9,12.3,NA,9.5,12.1
2008-10-20,35.1,25.2,13.2,NA,9.8,12.3
2008-10-13,35.3,24.7,12.7,NA,9.3,12.3
2008-10-06,33.7,26,12.3,NA,10.3,13
2008-09-29,36.5,25.1,13,NA,8.4,11.6
2008-09-22,36.2,25.5,13,NA,9.5,11.2
2008-09-15,37,25.9,12.3,NA,9.5,10.9
2008-09-08,36.4,25.4,13.4,NA,9.6,11.2
2008-09-01,36.5,23,14,NA,10.5,12
2008-08-25,37.2,22.9,13.4,NA,10.7,11.9
2008-08-18,37.3,23.9,13,NA,10.1,11.3
2008-08-11,36.3,22.7,14,NA,11,11.7
2008-08-04,36.5,23.5,14,NA,10,11.5
2008-07-28,35.9,25.5,12.1,NA,10.9,11.6
2008-07-21,36.8,24.6,13,NA,10.4,11.5
2008-07-14,36.5,25,12.5,NA,10.2,11.5
2008-07-07,36,24,13.3,NA,10.3,12
2008-06-30,36,23.6,12.6,NA,11.1,11.9
2008-06-23,35,24.2,13.9,NA,9.9,12.6
2008-06-16,36.2,24,13.2,NA,10.5,11.8
2008-06-09,34,22.7,14.7,NA,11.3,13.3
2008-06-02,37,23.3,13.3,NA,10.7,11.3
2008-05-26,35.3,24.8,13.4,NA,10.8,11.9
2008-05-19,35.2,25.2,13,NA,10.7,11.5
2008-05-12,38,25.5,11.5,NA,10,10
