"date","CDU/CSU","SPD","Die Linke/PDS","AfD","Bündnis 90/Die Grünen","FDP"
2017-06-01,37.8,25.4,8.6,7.9,7.1,8.8
2017-06-02,38,25.1,8.5,7.9,7.2,8.7
2017-06-03,38,25.1,8.6,7.9,7.2,8.7
2017-06-04,38,25.1,8.6,7.9,7.2,8.6
2017-06-05,38.1,25,8.6,7.9,7.2,8.6
2017-06-06,38.2,24.7,8.8,7.9,7.3,8.6
2017-06-07,38.3,24.6,8.8,8.1,7.3,8.6
2017-06-08,38.3,24.6,8.8,8.1,7.3,8.6
2017-06-09,38.2,24.5,8.7,8,7.4,8.7
2017-06-10,38.2,24.4,8.8,8,7.4,8.7
2017-06-11,38.2,24.4,8.8,8,7.4,8.7
2017-06-12,38.1,24.3,9,8.2,7.3,8.7
2017-06-13,38.4,24.3,8.9,8.1,7.3,8.5
2017-06-14,38.5,24.3,8.8,8.1,7.3,8.5
2017-06-15,38.7,24.2,8.9,7.9,7.2,8.7
2017-06-16,38.7,24,9,7.8,7.3,8.7
2017-06-17,38.7,24,9.1,7.8,7.3,8.8
2017-06-18,38.7,24,9.1,7.8,7.3,8.8
2017-06-19,38.4,24.1,9.3,8,7.2,8.8
2017-06-20,38.4,24.1,9.3,8,7.2,8.8
2017-06-21,38.5,24.1,9.2,8,7.4,8.6
2017-06-22,38.5,24.2,9.3,7.8,7.4,8.5
2017-06-23,38.7,24.1,9.2,7.7,7.7,8.2
2017-06-24,38.8,24.1,9.3,7.7,7.7,8.1
2017-06-25,38.8,24.1,9.3,7.7,7.7,8.1
2017-06-26,38.6,24.3,9.3,7.8,7.6,8.2
2017-06-27,38.7,24.3,9.2,7.7,7.6,8.2
2017-06-28,38.9,24.1,9.3,7.5,7.9,8.2
2017-06-29,38.9,24.1,9.3,7.5,7.9,8.2
2017-06-30,38.8,23.9,9.3,7.5,8,8
2017-07-01,38.7,24,9.2,7.6,8,8.1
2017-07-02,38.7,24,9.2,7.6,8,8.1
2017-07-03,38.4,24.1,9.4,7.8,7.8,8.2
2017-07-04,38.5,24,9.3,7.7,7.9,8.1
2017-07-05,38.6,23.9,9.1,7.7,8.1,8.3
2017-07-06,38.7,23.9,9.1,7.6,8.1,8.4
2017-07-07,38.7,23.7,9.1,7.7,8,8.3
2017-07-08,38.6,23.7,9.1,7.7,8,8.4
2017-07-09,38.6,23.7,9.1,7.8,8,8.5
2017-07-10,38.3,23.8,9.1,8,7.8,8.5
2017-07-11,38.4,23.7,9.1,8,7.9,8.5
2017-07-12,38.5,24,9,7.9,7.8,8.4
2017-07-13,38.4,24.1,9.1,8,7.7,8.4
2017-07-14,38.5,23.9,9.1,7.9,7.7,8.3
2017-07-15,38.5,23.9,9.1,7.9,7.7,8.4
2017-07-16,38.5,23.9,9.1,7.9,7.7,8.4
2017-07-17,38.2,24.1,9.1,8.2,7.6,8.4
2017-07-18,38.3,24,9,8.1,7.7,8.3
2017-07-19,38.3,24.1,9,8.1,7.7,8.3
2017-07-20,38.5,24.2,8.9,8.2,7.6,8.2
2017-07-21,38.6,23.9,8.9,8.2,7.6,8.2
2017-07-22,38.5,24.1,8.8,8.2,7.6,8.2
2017-07-23,38.5,24.1,8.8,8.2,7.6,8.2
2017-07-24,38.4,24.2,9,8.3,7.5,8.2
2017-07-25,38.7,24.1,9,8.1,7.6,8.1
2017-07-26,38.8,23.9,8.9,8.4,7.7,8.1
2017-07-27,38.8,23.7,8.9,8.5,7.7,8.1
2017-07-28,38.9,23.5,8.8,8.5,7.7,8.1
2017-07-29,38.8,23.6,8.7,8.6,7.7,8.1
2017-07-30,38.8,23.6,8.7,8.6,7.7,8.1
2017-07-31,38.5,23.7,8.8,8.8,7.6,8.3
2017-08-01,38.7,23.6,8.8,8.6,7.7,8.2
2017-08-02,38.6,23.5,9,8.5,7.8,8.2
2017-08-03,38.7,23.4,9,8.6,7.7,8.2
2017-08-04,38.7,23.3,9,8.5,7.8,8.1
2017-08-05,38.6,23.4,9.1,8.6,7.7,8.1
2017-08-06,38.6,23.4,9.1,8.6,7.7,8
2017-08-07,38.3,23.7,9.3,8.7,7.6,8.2
2017-08-08,38.6,23.6,9.1,8.5,7.7,8.1
2017-08-09,38.5,23.7,9.3,8.5,7.6,8.1
2017-08-10,38.7,23.8,9.1,8.3,7.6,8.1
2017-08-11,38.7,23.7,9,8.3,7.6,8.1
2017-08-12,38.6,23.8,9.1,8.3,7.6,8.1
2017-08-13,38.6,23.8,9.1,8.3,7.6,8.1
2017-08-14,38.4,23.9,9.1,8.5,7.6,8.3
2017-08-15,38.7,23.6,8.9,8.3,7.7,8.3
2017-08-16,38.7,23.7,8.9,8.1,7.7,8.3
2017-08-17,38.9,23.7,8.7,8,7.7,8.5
2017-08-18,38.8,23.8,8.7,8.1,7.6,8.5
2017-08-19,38.7,23.8,8.8,8.1,7.5,8.6
2017-08-20,38.7,23.8,8.7,8.1,7.5,8.6
2017-08-21,38.6,23.9,8.8,8.3,7.5,8.6
2017-08-22,38.7,23.8,8.7,8.3,7.5,8.6
2017-08-23,38.5,23.5,8.8,8.5,7.5,8.7
2017-08-24,38.6,23.3,8.8,8.6,7.6,8.8
2017-08-25,38.4,23.3,8.9,8.7,7.5,8.8
2017-08-26,38.3,23.3,8.9,8.8,7.4,8.8
2017-08-27,38.4,23.3,8.9,8.8,7.4,8.8
2017-08-28,38.2,23.3,9,8.9,7.4,8.7
2017-08-29,38.3,23.2,9,8.8,7.4,8.7
2017-08-30,38,23.4,9,9.1,7.5,8.5
2017-08-31,38.1,23.3,8.9,9,7.5,8.8
2017-09-01,38,23.3,9,9.1,7.6,8.7
2017-09-02,38,23.2,9,9.1,7.6,8.7
2017-09-03,38,23.2,9,9.1,7.6,8.7
2017-09-04,37.9,23.2,9.1,9.2,7.5,8.7
2017-09-05,37.9,23.2,9.1,9.2,7.6,8.7
2017-09-06,37.7,22.9,9.1,9.2,7.8,8.8
2017-09-07,37.6,22.9,9.2,9.2,7.8,8.8
2017-09-08,37.5,22.9,9.3,9.3,7.8,8.7
2017-09-09,37.4,22.9,9.3,9.3,7.9,8.8
2017-09-10,37.4,22.9,9.3,9.3,7.9,8.8
2017-09-11,37.3,22.9,9.4,9.5,7.8,8.8
2017-09-12,37.4,22.9,9.4,9.4,7.8,8.8
2017-09-13,37.2,22.6,9.4,9.8,7.8,8.9
2017-09-14,37,22.4,9.4,9.9,7.8,9.3
2017-09-15,36.7,22.4,9.5,10,7.8,9.2
2017-09-16,36.7,22.4,9.5,10.1,7.8,9.3
2017-09-17,36.6,22.4,9.5,10.1,7.8,9.3
2017-09-18,36.6,22.3,9.6,10.2,7.7,9.3
2017-09-19,36.6,22.3,9.6,10.2,7.8,9.3
2017-09-20,36.6,22.2,9.5,10.1,7.9,9.4
2017-09-21,36.3,22.1,9.5,10.4,7.7,9.4
2017-09-22,35.9,22,9.6,10.8,7.7,9.4
2017-09-23,35.9,21.9,9.6,10.9,7.7,9.5
2017-09-24,35.9,21.9,9.6,10.9,7.7,9.5
2017-09-25,35.9,21.9,9.5,10.9,7.7,9.5
2017-09-26,35.8,21.8,9.5,10.9,7.8,9.5
2017-09-27,35.5,21.7,9.5,11.1,8,9.7
2017-09-28,34.5,21.7,9.6,11.3,8.6,10
2017-09-29,33.9,21.4,9.7,11.6,8.8,10.1
2017-09-30,33.7,21.3,9.7,11.7,9,10.2
2017-10-01,33.7,21.3,9.7,11.7,9,10.2
2017-10-02,33.6,21.3,9.7,11.7,9,10.2
2017-10-03,33.5,21.2,9.6,11.8,9.1,10.3
2017-10-04,33.4,21.3,9.6,11.8,9,10.3
2017-10-05,33,21.3,9.7,12,9.1,10.3
2017-10-06,32.2,20.9,9.8,12.3,10,10.6
2017-10-07,32,20.9,9.7,12.2,10.1,10.8
2017-10-08,32,20.9,9.7,12.2,10.1,10.8
2017-10-09,32,21.1,9.6,12.3,10,10.8
2017-10-10,32,21.1,9.6,12.3,10,10.8
2017-10-11,31.8,20.9,9.7,12.1,10,10.9
2017-10-12,31.6,20.9,9.7,12.1,10.1,10.9
2017-10-13,31.7,20.7,9.6,12,10.2,10.9
2017-10-14,31.7,20.8,9.6,12,10.2,10.9
2017-10-15,31.7,20.8,9.6,12,10.2,10.9
2017-10-16,31.7,20.9,9.6,12.1,10.2,10.8
2017-10-17,31.7,20.9,9.6,12.1,10.2,10.8
2017-10-18,31.6,20.9,9.5,12.2,10.1,11.1
2017-10-19,31.7,20.8,9.4,12.2,10.1,11.2
2017-10-20,31.7,20.9,9.4,12.1,10.1,11.2
2017-10-21,31.7,21,9.5,12.1,10,11.2
2017-10-22,31.6,21,9.5,12.1,10,11.2
2017-10-23,31.8,21,9.5,12.2,9.9,11.1
2017-10-24,31.8,21,9.6,12.1,10,11.1
2017-10-25,31.7,21.1,9.5,12.1,10,11.1
2017-10-26,31.9,21.1,9.4,12.2,10.1,10.9
2017-10-27,32.1,21,9.2,12.1,10.2,10.9
2017-10-28,32,21.1,9.3,12.2,10.1,10.9
2017-10-29,32,21.1,9.3,12.2,10.1,10.9
2017-10-30,31.9,21.1,9.4,12.2,10.2,10.8
2017-10-31,31.9,21,9.4,12.1,10.3,10.9
2017-11-01,31.8,21,9.4,12.1,10.3,10.9
2017-11-02,31.9,21,9.4,12.1,10.3,10.7
2017-11-03,31.8,21.1,9.4,12.1,10.3,10.6
2017-11-04,31.9,21,9.4,12.2,10.4,10.6
2017-11-05,31.9,21,9.4,12.2,10.4,10.6
2017-11-06,31.8,21.2,9.5,12.4,10.1,10.6
2017-11-07,31.6,21.2,9.5,12.4,10.1,10.6
2017-11-08,31.1,21.3,9.5,12.6,10.2,10.9
2017-11-09,31.1,21.2,9.5,12.6,10.3,10.9
2017-11-10,31.1,21.1,9.5,12.6,10.2,11.2
2017-11-11,30.9,21.2,9.6,12.7,10.1,11.2
2017-11-12,30.9,21.2,9.6,12.7,10.1,11.2
2017-11-13,31.1,21,9.7,12.8,10,11.1
2017-11-14,31.2,20.9,9.6,12.9,9.9,11.2
2017-11-15,31.2,20.9,9.6,12.8,10.2,11
2017-11-16,31.5,20.9,9.5,12.6,10.4,10.8
2017-11-17,31.6,20.8,9.3,12.5,10.5,10.9
2017-11-18,31.5,20.8,9.3,12.5,10.6,10.9
2017-11-19,31.5,20.8,9.5,12.7,10.5,10.8
2017-11-20,31.3,21,9.6,12.6,10.7,10.7
2017-11-21,31.3,21,9.6,12.6,10.8,10.7
2017-11-22,31.4,21,9.6,12.5,10.7,10.8
2017-11-23,31.6,21,9.7,12.3,10.6,10.6
2017-11-24,31.8,20.8,9.7,12.2,10.8,10.5
2017-11-25,31.8,20.9,9.7,12.2,10.8,10.4
2017-11-26,31.8,20.9,9.7,12.2,10.8,10.4
2017-11-27,32,21,9.6,12.2,10.8,10.3
2017-11-28,32,21.1,9.6,12.1,10.9,10.3
2017-11-29,32.1,21.1,9.6,12.1,10.8,10.2
2017-11-30,32.3,21.1,9.6,12,10.8,10.2
2017-12-01,32.4,21,9.6,12,10.9,9.9
2017-12-02,32.4,21,9.7,12,10.9,9.8
2017-12-03,32.4,21,9.7,12,10.9,9.8
2017-12-04,32.3,21.1,9.8,12,10.9,9.8
2017-12-05,32.5,21.1,9.8,11.9,10.8,9.7
2017-12-06,32.5,21,9.9,12.1,10.8,9.5
2017-12-07,32.4,21.3,9.7,12.1,11,9.2
2017-12-08,32.6,21.1,9.6,12,11.2,9.1
2017-12-09,32.6,21.2,9.6,12.1,11.1,9
2017-12-10,32.7,21.1,9.6,12,11.3,8.9
2017-12-11,32.6,21.2,9.6,12.2,11.2,8.9
2017-12-12,32.6,21.1,9.6,12.2,11.3,8.7
2017-12-13,32.5,21.1,9.5,12.3,11.3,8.7
2017-12-14,32.6,21.1,9.4,12.2,11.4,8.8
2017-12-15,32.7,20.9,9.4,12.2,11.5,8.7
2017-12-16,32.6,21,9.4,12.3,11.5,8.7
2017-12-17,32.6,21,9.5,12.3,11.5,8.7
2017-12-18,32.4,21,9.6,12.5,11.3,8.8
2017-12-19,32.5,20.9,9.5,12.5,11.4,8.7
2017-12-20,32.5,20.9,9.6,12.4,11.4,8.6
2017-12-21,32.6,20.9,9.6,12.4,11.4,8.5
2017-12-22,32.8,20.5,9.8,12.5,11.2,8.8
2017-12-23,32.7,20.6,9.8,12.6,11.2,8.8
2017-12-24,32.8,20.6,9.8,12.6,11.2,8.8
2017-12-25,32.7,20.6,9.9,12.7,11.1,8.9
2017-12-26,32.9,20.5,9.8,12.6,11.2,8.9
2017-12-27,32.9,20.5,9.8,12.6,11.2,8.9
2017-12-28,33.1,20.3,10,12.5,11.1,9
2017-12-29,32.9,20.2,10.1,12.7,11.1,8.8
2017-12-30,32.8,20.3,10.2,12.8,10.8,9
2017-12-31,32.8,20.3,10.2,12.8,10.8,9
2018-01-01,32.8,20.4,10.2,12.8,10.8,8.9
2018-01-02,32.7,20,10.3,13,10.8,9.3
2018-01-03,32.8,20.2,9.8,12.8,11,9.2
2018-01-04,32.8,20.1,9.8,12.9,11,9.3
2018-01-05,33,20,9.6,12.5,11.2,9.2
2018-01-06,32.9,20.1,9.5,12.4,11.3,9.2
2018-01-07,32.9,20.1,9.5,12.4,11.3,9.2
2018-01-08,32.7,20,9.8,12.6,11.1,9.3
2018-01-09,32.7,20,9.7,12.6,11.1,9.4
2018-01-10,32.9,20.2,9.6,12.6,11.1,9.1
2018-01-11,32.9,20.2,9.6,12.6,11.1,9.1
2018-01-12,32.9,20.2,9.5,12.4,11.2,9.1
2018-01-13,32.9,20.2,9.5,12.5,11.2,9.1
2018-01-14,32.9,20.2,9.5,12.5,11.2,9.1
2018-01-15,32.7,19.9,9.8,12.7,11.1,9.2
2018-01-16,32.7,19.9,9.8,12.7,11.1,9.2
2018-01-17,33,19.8,9.8,12.6,11.2,8.8
2018-01-18,33.1,19.9,9.8,12.4,11.1,8.8
2018-01-19,33.2,19.7,9.8,12.4,11.2,8.7
2018-01-20,33.2,19.6,9.9,12.5,11.2,8.7
2018-01-21,33.2,19.7,9.9,12.6,11.2,8.7
2018-01-22,33.1,19.2,10.1,12.8,11.2,8.7
2018-01-23,33.2,19.2,10,12.7,11.2,8.7
2018-01-24,33.2,19.2,10,12.6,11.2,8.8
2018-01-25,33.1,19,10.1,12.6,11.2,8.9
2018-01-26,33.1,18.9,10.1,12.6,11.2,8.9
