"vdatum","befragte","institut","url","vdatum_char","feldzeit_beginn","feldzeit_ende","datum","datum_char","jahr","partei","stimmanteil","se","lwr","upr","abweichung"
2011-05-04,2001,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","04.05.2011","26.04.","29.04.",2011-04-29,"29.04.2011",2011,"spd",21,0.0091054129904764,19.2,22.8,NA
2011-05-01,1881,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","01.05.2011","21.04.","27.04.",2011-04-27,"27.04.2011",2011,"afd",NA,NA,NA,NA,NA
2011-05-01,1881,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","01.05.2011","21.04.","27.04.",2011-04-27,"27.04.2011",2011,"cdu_csu",34,0.010922373625455,31.9,36.1,NA
2011-05-01,1881,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","01.05.2011","21.04.","27.04.",2011-04-27,"27.04.2011",2011,"fdp",4,0.00451825995779924,3.1,4.9,NA
2011-05-01,1881,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","01.05.2011","21.04.","27.04.",2011-04-27,"27.04.2011",2011,"gruene",24,0.00984731927834662,22.1,25.9,NA
2011-05-01,1881,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","01.05.2011","21.04.","27.04.",2011-04-27,"27.04.2011",2011,"linke_pds",8,0.00625524766405373,6.8,9.2,NA
2011-05-01,1881,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","01.05.2011","21.04.","27.04.",2011-04-27,"27.04.2011",2011,"spd",24,0.00984731927834662,22.1,25.9,NA
2011-04-27,2005,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","27.04.2011","18.04.","21.04.",2011-04-21,"21.04.2011",2011,"afd",NA,NA,NA,NA,NA
2011-04-27,2005,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","27.04.2011","18.04.","21.04.",2011-04-21,"21.04.2011",2011,"cdu_csu",31,0.0103287604179095,29,33,NA
2011-04-27,2005,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","27.04.2011","18.04.","21.04.",2011-04-21,"21.04.2011",2011,"fdp",4,0.00437631348291552,3.1,4.9,NA
2011-04-27,2005,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","27.04.2011","18.04.","21.04.",2011-04-21,"21.04.2011",2011,"gruene",27,0.00991484943917437,25.1,28.9,NA
2011-04-27,2005,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","27.04.2011","18.04.","21.04.",2011-04-21,"21.04.2011",2011,"linke_pds",9,0.00639123464592342,7.7,10.3,NA
2011-04-27,2005,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","27.04.2011","18.04.","21.04.",2011-04-21,"21.04.2011",2011,"spd",22,0.00925127206997601,20.2,23.8,NA
2011-04-24,3268,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","24.04.2011","14.04.","20.04.",2011-04-20,"20.04.2011",2011,"afd",NA,NA,NA,NA,NA
2011-04-24,3268,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","24.04.2011","14.04.","20.04.",2011-04-20,"20.04.2011",2011,"cdu_csu",33,0.00822533031260934,31.4,34.6,NA
2011-04-24,3268,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","24.04.2011","14.04.","20.04.",2011-04-20,"20.04.2011",2011,"fdp",4,0.00342787193424025,3.3,4.7,NA
2011-04-24,3268,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","24.04.2011","14.04.","20.04.",2011-04-20,"20.04.2011",2011,"gruene",23,0.00736153288810614,21.6,24.4,NA
2011-04-24,3268,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","24.04.2011","14.04.","20.04.",2011-04-20,"20.04.2011",2011,"linke_pds",8,0.00474567380133121,7.1,8.9,NA
2011-04-24,3268,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","24.04.2011","14.04.","20.04.",2011-04-20,"20.04.2011",2011,"spd",25,0.00757459840543853,23.5,26.5,NA
2011-04-19,NA,"GMS","http://www.wahlrecht.de/umfragen/gms.htm","19.04.2011","13.04.","18.04.",2011-04-18,"18.04.2011",2011,"afd",NA,NA,NA,NA,NA
2011-04-19,NA,"GMS","http://www.wahlrecht.de/umfragen/gms.htm","19.04.2011","13.04.","18.04.",2011-04-18,"18.04.2011",2011,"cdu_csu",33,NA,NA,NA,NA
2011-04-19,NA,"GMS","http://www.wahlrecht.de/umfragen/gms.htm","19.04.2011","13.04.","18.04.",2011-04-18,"18.04.2011",2011,"fdp",5,NA,NA,NA,NA
2011-04-19,NA,"GMS","http://www.wahlrecht.de/umfragen/gms.htm","19.04.2011","13.04.","18.04.",2011-04-18,"18.04.2011",2011,"gruene",24,NA,NA,NA,NA
2011-04-19,NA,"GMS","http://www.wahlrecht.de/umfragen/gms.htm","19.04.2011","13.04.","18.04.",2011-04-18,"18.04.2011",2011,"linke_pds",8,NA,NA,NA,NA
2011-04-19,NA,"GMS","http://www.wahlrecht.de/umfragen/gms.htm","19.04.2011","13.04.","18.04.",2011-04-18,"18.04.2011",2011,"spd",24,NA,NA,NA,NA
2011-04-19,1740,"Allensbach","http://www.wahlrecht.de/umfragen/allensbach/2013.htm","19.04.2011","01.04.","16.04.",2011-04-16,"16.04.2011",2011,"afd",NA,NA,NA,NA,NA
2011-04-19,1740,"Allensbach","http://www.wahlrecht.de/umfragen/allensbach/2013.htm","19.04.2011","01.04.","16.04.",2011-04-16,"16.04.2011",2011,"cdu_csu",32,0.0111829097852199,29.8,34.2,NA
2011-04-19,1740,"Allensbach","http://www.wahlrecht.de/umfragen/allensbach/2013.htm","19.04.2011","01.04.","16.04.",2011-04-16,"16.04.2011",2011,"fdp",5,0.00522483019577791,4,6,NA
2011-04-19,1740,"Allensbach","http://www.wahlrecht.de/umfragen/allensbach/2013.htm","19.04.2011","01.04.","16.04.",2011-04-16,"16.04.2011",2011,"gruene",23,0.0100886871888964,21,25,NA
2011-04-19,1740,"Allensbach","http://www.wahlrecht.de/umfragen/allensbach/2013.htm","19.04.2011","01.04.","16.04.",2011-04-16,"16.04.2011",2011,"linke_pds",7,0.00611668154340638,5.8,8.2,NA
2011-04-19,1740,"Allensbach","http://www.wahlrecht.de/umfragen/allensbach/2013.htm","19.04.2011","01.04.","16.04.",2011-04-16,"16.04.2011",2011,"spd",28,0.0107639244221389,25.9,30.1,NA
2011-04-19,2504,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","19.04.2011","11.04.","15.04.",2011-04-15,"15.04.2011",2011,"afd",NA,NA,NA,NA,NA
2011-04-19,2504,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","19.04.2011","11.04.","15.04.",2011-04-15,"15.04.2011",2011,"cdu_csu",31,0.00924247384003363,29.2,32.8,NA
2011-04-19,2504,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","19.04.2011","11.04.","15.04.",2011-04-15,"15.04.2011",2011,"fdp",3,0.00340901829722264,2.3,3.7,NA
2011-04-19,2504,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","19.04.2011","11.04.","15.04.",2011-04-15,"15.04.2011",2011,"gruene",28,0.00897280235537517,26.2,29.8,NA
2011-04-19,2504,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","19.04.2011","11.04.","15.04.",2011-04-15,"15.04.2011",2011,"linke_pds",8,0.00542152849720504,6.9,9.1,NA
2011-04-19,2504,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","19.04.2011","11.04.","15.04.",2011-04-15,"15.04.2011",2011,"spd",23,0.00840992491409423,21.4,24.6,NA
2011-04-15,1254,"FG Wahlen","http://www.wahlrecht.de/umfragen/politbarometer/politbarometer-2013.htm","15.04.2011","12.04.","14.04.",2011-04-14,"14.04.2011",2011,"afd",NA,NA,NA,NA,NA
2011-04-15,1254,"FG Wahlen","http://www.wahlrecht.de/umfragen/politbarometer/politbarometer-2013.htm","15.04.2011","12.04.","14.04.",2011-04-14,"14.04.2011",2011,"cdu_csu",34,0.0133771210811988,31.4,36.6,NA
2011-04-15,1254,"FG Wahlen","http://www.wahlrecht.de/umfragen/politbarometer/politbarometer-2013.htm","15.04.2011","12.04.","14.04.",2011-04-14,"14.04.2011",2011,"fdp",4,0.0055337157109286,2.9,5.1,NA
2011-04-15,1254,"FG Wahlen","http://www.wahlrecht.de/umfragen/politbarometer/politbarometer-2013.htm","15.04.2011","12.04.","14.04.",2011-04-14,"14.04.2011",2011,"gruene",23,0.0118839416935392,20.7,25.3,NA
2011-04-15,1254,"FG Wahlen","http://www.wahlrecht.de/umfragen/politbarometer/politbarometer-2013.htm","15.04.2011","12.04.","14.04.",2011-04-14,"14.04.2011",2011,"linke_pds",7,0.00720512842342773,5.6,8.4,NA
2011-04-15,1254,"FG Wahlen","http://www.wahlrecht.de/umfragen/politbarometer/politbarometer-2013.htm","15.04.2011","12.04.","14.04.",2011-04-14,"14.04.2011",2011,"spd",27,0.0125370265012412,24.5,29.5,NA
2011-04-17,4193,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","17.04.2011","07.04.","13.04.",2011-04-13,"13.04.2011",2011,"afd",NA,NA,NA,NA,NA
2011-04-17,4193,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","17.04.2011","07.04.","13.04.",2011-04-13,"13.04.2011",2011,"cdu_csu",32,0.00720388903103569,30.6,33.4,NA
2011-04-17,4193,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","17.04.2011","07.04.","13.04.",2011-04-13,"13.04.2011",2011,"fdp",5,0.00336576952325367,4.3,5.7,NA
2011-04-17,4193,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","17.04.2011","07.04.","13.04.",2011-04-13,"13.04.2011",2011,"gruene",24,0.00659553433902568,22.7,25.3,NA
2011-04-17,4193,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","17.04.2011","07.04.","13.04.",2011-04-13,"13.04.2011",2011,"linke_pds",9,0.00441956493979839,8.1,9.9,NA
2011-04-17,4193,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","17.04.2011","07.04.","13.04.",2011-04-13,"13.04.2011",2011,"spd",23,0.00649900467530344,21.7,24.3,NA
2011-04-15,1000,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","15.04.2011","12.04.","13.04.",2011-04-13,"13.04.2011",2011,"afd",NA,NA,NA,NA,NA
2011-04-15,1000,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","15.04.2011","12.04.","13.04.",2011-04-13,"13.04.2011",2011,"cdu_csu",33,0.0148694317309035,30.1,35.9,NA
2011-04-15,1000,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","15.04.2011","12.04.","13.04.",2011-04-13,"13.04.2011",2011,"fdp",4,0.00619677335393187,2.8,5.2,NA
2011-04-15,1000,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","15.04.2011","12.04.","13.04.",2011-04-13,"13.04.2011",2011,"gruene",24,0.0135055544129073,21.4,26.6,NA
2011-04-15,1000,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","15.04.2011","12.04.","13.04.",2011-04-13,"13.04.2011",2011,"linke_pds",8,0.00857904423581089,6.3,9.7,NA
2011-04-15,1000,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","15.04.2011","12.04.","13.04.",2011-04-13,"13.04.2011",2011,"spd",26,0.0138708327075198,23.3,28.7,NA
2011-04-13,2501,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","13.04.2011","04.04.","08.04.",2011-04-08,"08.04.2011",2011,"afd",NA,NA,NA,NA,NA
2011-04-13,2501,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","13.04.2011","04.04.","08.04.",2011-04-08,"08.04.2011",2011,"cdu_csu",30,0.00916331890935954,28.2,31.8,NA
2011-04-13,2501,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","13.04.2011","04.04.","08.04.",2011-04-08,"08.04.2011",2011,"fdp",4,0.00391839998680805,3.2,4.8,NA
2011-04-13,2501,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","13.04.2011","04.04.","08.04.",2011-04-08,"08.04.2011",2011,"gruene",27,0.00887741384691264,25.3,28.7,NA
2011-04-13,2501,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","13.04.2011","04.04.","08.04.",2011-04-08,"08.04.2011",2011,"linke_pds",8,0.00542477913914627,6.9,9.1,NA
2011-04-13,2501,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","13.04.2011","04.04.","08.04.",2011-04-08,"08.04.2011",2011,"spd",24,0.00853995478143371,22.3,25.7,NA
2011-04-10,1862,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","10.04.2011","05.04.","07.04.",2011-04-07,"07.04.2011",2011,"afd",NA,NA,NA,NA,NA
2011-04-10,1862,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","10.04.2011","05.04.","07.04.",2011-04-07,"07.04.2011",2011,"cdu_csu",33,0.0108969393312251,30.9,35.1,NA
2011-04-10,1862,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","10.04.2011","05.04.","07.04.",2011-04-07,"07.04.2011",2011,"fdp",4,0.00454125379565158,3.1,4.9,NA
2011-04-10,1862,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","10.04.2011","05.04.","07.04.",2011-04-07,"07.04.2011",2011,"gruene",24,0.00989743318610787,22.1,25.9,NA
2011-04-10,1862,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","10.04.2011","05.04.","07.04.",2011-04-07,"07.04.2011",2011,"linke_pds",8,0.00628708119108778,6.8,9.2,NA
2011-04-10,1862,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","10.04.2011","05.04.","07.04.",2011-04-07,"07.04.2011",2011,"spd",25,0.0100348479812324,23,27,NA
2011-04-07,1504,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","07.04.2011","04.04.","05.04.",2011-04-05,"05.04.2011",2011,"afd",NA,NA,NA,NA,NA
2011-04-07,1504,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","07.04.2011","04.04.","05.04.",2011-04-05,"05.04.2011",2011,"cdu_csu",33,0.012124684685525,30.6,35.4,NA
2011-04-07,1504,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","07.04.2011","04.04.","05.04.",2011-04-05,"05.04.2011",2011,"fdp",5,0.00561982622582857,3.9,6.1,NA
2011-04-07,1504,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","07.04.2011","04.04.","05.04.",2011-04-05,"05.04.2011",2011,"gruene",23,0.0108513897531361,20.9,25.1,NA
2011-04-07,1504,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","07.04.2011","04.04.","05.04.",2011-04-05,"05.04.2011",2011,"linke_pds",7,0.0065791013419832,5.7,8.3,NA
2011-04-07,1504,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","07.04.2011","04.04.","05.04.",2011-04-05,"05.04.2011",2011,"spd",27,0.0114477304263725,24.8,29.2,NA
2011-04-06,2505,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","06.04.2011","28.03.","01.04.",2011-04-01,"01.04.2011",2011,"afd",NA,NA,NA,NA,NA
2011-04-06,2505,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","06.04.2011","28.03.","01.04.",2011-04-01,"01.04.2011",2011,"cdu_csu",30,0.009155999963376,28.2,31.8,NA
2011-04-06,2505,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","06.04.2011","28.03.","01.04.",2011-04-01,"01.04.2011",2011,"fdp",3,0.00340833778652672,2.3,3.7,NA
2011-04-06,2505,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","06.04.2011","28.03.","01.04.",2011-04-01,"01.04.2011",2011,"gruene",28,0.00897101119808507,26.2,29.8,NA
2011-04-06,2505,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","06.04.2011","28.03.","01.04.",2011-04-01,"01.04.2011",2011,"linke_pds",9,0.00571792014446189,7.9,10.1,NA
2011-04-06,2505,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","06.04.2011","28.03.","01.04.",2011-04-01,"01.04.2011",2011,"spd",23,0.0084082461188057,21.4,24.6,NA
2011-04-01,1283,"FG Wahlen","http://www.wahlrecht.de/umfragen/politbarometer/politbarometer-2013.htm","01.04.2011","29.03.","31.03.",2011-03-31,"31.03.2011",2011,"afd",NA,NA,NA,NA,NA
2011-04-01,1283,"FG Wahlen","http://www.wahlrecht.de/umfragen/politbarometer/politbarometer-2013.htm","01.04.2011","29.03.","31.03.",2011-03-31,"31.03.2011",2011,"cdu_csu",34,0.0132250736140351,31.4,36.6,NA
2011-04-01,1283,"FG Wahlen","http://www.wahlrecht.de/umfragen/politbarometer/politbarometer-2013.htm","01.04.2011","29.03.","31.03.",2011-03-31,"31.03.2011",2011,"fdp",5,0.00608462022426853,3.8,6.2,NA
2011-04-01,1283,"FG Wahlen","http://www.wahlrecht.de/umfragen/politbarometer/politbarometer-2013.htm","01.04.2011","29.03.","31.03.",2011-03-31,"31.03.2011",2011,"gruene",19,0.0109523164036833,16.9,21.1,NA
2011-04-01,1283,"FG Wahlen","http://www.wahlrecht.de/umfragen/politbarometer/politbarometer-2013.htm","01.04.2011","29.03.","31.03.",2011-03-31,"31.03.2011",2011,"linke_pds",8,0.00757400485168678,6.5,9.5,NA
2011-04-01,1283,"FG Wahlen","http://www.wahlrecht.de/umfragen/politbarometer/politbarometer-2013.htm","01.04.2011","29.03.","31.03.",2011-03-31,"31.03.2011",2011,"spd",28,0.0125352192850916,25.5,30.5,NA
2011-04-03,2777,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","03.04.2011","24.03.","30.03.",2011-03-30,"30.03.2011",2011,"afd",NA,NA,NA,NA,NA
2011-04-03,2777,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","03.04.2011","24.03.","30.03.",2011-03-30,"30.03.2011",2011,"cdu_csu",33,0.00892290833316549,31.3,34.7,NA
2011-04-03,2777,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","03.04.2011","24.03.","30.03.",2011-03-30,"30.03.2011",2011,"fdp",5,0.00413579367727834,4.2,5.8,NA
2011-04-03,2777,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","03.04.2011","24.03.","30.03.",2011-03-30,"30.03.2011",2011,"gruene",23,0.00798585353483711,21.4,24.6,NA
2011-04-03,2777,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","03.04.2011","24.03.","30.03.",2011-03-30,"30.03.2011",2011,"linke_pds",8,0.005148147332572,7,9,NA
2011-04-03,2777,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","03.04.2011","24.03.","30.03.",2011-03-30,"30.03.2011",2011,"spd",26,0.00832366501919788,24.4,27.6,NA
2011-03-30,2503,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","30.03.2011","21.03.","25.03.",2011-03-25,"25.03.2011",2011,"afd",NA,NA,NA,NA,NA
2011-03-30,2503,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","30.03.2011","21.03.","25.03.",2011-03-25,"25.03.2011",2011,"cdu_csu",33,0.00939861687701754,31.2,34.8,NA
2011-03-30,2503,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","30.03.2011","21.03.","25.03.",2011-03-25,"25.03.2011",2011,"fdp",5,0.00435628595562864,4.1,5.9,NA
2011-03-30,2503,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","30.03.2011","21.03.","25.03.",2011-03-25,"25.03.2011",2011,"gruene",21,0.00814128143745611,19.4,22.6,NA
2011-03-30,2503,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","30.03.2011","21.03.","25.03.",2011-03-25,"25.03.2011",2011,"linke_pds",8,0.00542261139514797,6.9,9.1,NA
2011-03-30,2503,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","30.03.2011","21.03.","25.03.",2011-03-25,"25.03.2011",2011,"spd",25,0.00865506255728723,23.3,26.7,NA
2011-03-27,2793,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","27.03.2011","17.03.","23.03.",2011-03-23,"23.03.2011",2011,"afd",NA,NA,NA,NA,NA
2011-03-27,2793,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","27.03.2011","17.03.","23.03.",2011-03-23,"23.03.2011",2011,"cdu_csu",34,0.00896346564861728,32.2,35.8,NA
2011-03-27,2793,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","27.03.2011","17.03.","23.03.",2011-03-23,"23.03.2011",2011,"fdp",4,0.00370791819727457,3.3,4.7,NA
2011-03-27,2793,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","27.03.2011","17.03.","23.03.",2011-03-23,"23.03.2011",2011,"gruene",20,0.00756875632608597,18.5,21.5,NA
2011-03-27,2793,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","27.03.2011","17.03.","23.03.",2011-03-23,"23.03.2011",2011,"linke_pds",9,0.00541510002406943,7.9,10.1,NA
2011-03-27,2793,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","27.03.2011","17.03.","23.03.",2011-03-23,"23.03.2011",2011,"spd",27,0.00840055238324936,25.4,28.6,NA
2011-03-24,1000,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","24.03.2011","21.03.","23.03.",2011-03-23,"23.03.2011",2011,"afd",NA,NA,NA,NA,NA
2011-03-24,1000,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","24.03.2011","21.03.","23.03.",2011-03-23,"23.03.2011",2011,"cdu_csu",35,0.0150831031289984,32,38,NA
2011-03-24,1000,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","24.03.2011","21.03.","23.03.",2011-03-23,"23.03.2011",2011,"fdp",5,0.00689202437604511,3.6,6.4,NA
2011-03-24,1000,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","24.03.2011","21.03.","23.03.",2011-03-23,"23.03.2011",2011,"gruene",21,0.0128802173894698,18.5,23.5,NA
2011-03-24,1000,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","24.03.2011","21.03.","23.03.",2011-03-23,"23.03.2011",2011,"linke_pds",7,0.00806845710157772,5.4,8.6,NA
2011-03-24,1000,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","24.03.2011","21.03.","23.03.",2011-03-23,"23.03.2011",2011,"spd",27,0.0140392307481571,24.2,29.8,NA
2011-03-23,2504,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","23.03.2011","14.03.","18.03.",2011-03-18,"18.03.2011",2011,"afd",NA,NA,NA,NA,NA
2011-03-23,2504,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","23.03.2011","14.03.","18.03.",2011-03-18,"18.03.2011",2011,"cdu_csu",33,0.00939673996898544,31.2,34.8,NA
2011-03-23,2504,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","23.03.2011","14.03.","18.03.",2011-03-18,"18.03.2011",2011,"fdp",5,0.00435541600335724,4.1,5.9,NA
2011-03-23,2504,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","23.03.2011","14.03.","18.03.",2011-03-18,"18.03.2011",2011,"gruene",20,0.00799360766977432,18.4,21.6,NA
2011-03-23,2504,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","23.03.2011","14.03.","18.03.",2011-03-18,"18.03.2011",2011,"linke_pds",9,0.00571906178770866,7.9,10.1,NA
2011-03-23,2504,"Forsa","http://www.wahlrecht.de/umfragen/forsa/2013.htm","23.03.2011","14.03.","18.03.",2011-03-18,"18.03.2011",2011,"spd",25,0.00865333413738836,23.3,26.7,NA
2011-03-21,NA,"GMS","http://www.wahlrecht.de/umfragen/gms.htm","21.03.2011","15.03.","18.03.",2011-03-18,"18.03.2011",2011,"afd",NA,NA,NA,NA,NA
2011-03-21,NA,"GMS","http://www.wahlrecht.de/umfragen/gms.htm","21.03.2011","15.03.","18.03.",2011-03-18,"18.03.2011",2011,"cdu_csu",34,NA,NA,NA,NA
2011-03-21,NA,"GMS","http://www.wahlrecht.de/umfragen/gms.htm","21.03.2011","15.03.","18.03.",2011-03-18,"18.03.2011",2011,"fdp",5,NA,NA,NA,NA
2011-03-21,NA,"GMS","http://www.wahlrecht.de/umfragen/gms.htm","21.03.2011","15.03.","18.03.",2011-03-18,"18.03.2011",2011,"gruene",20,NA,NA,NA,NA
2011-03-21,NA,"GMS","http://www.wahlrecht.de/umfragen/gms.htm","21.03.2011","15.03.","18.03.",2011-03-18,"18.03.2011",2011,"linke_pds",8,NA,NA,NA,NA
2011-03-21,NA,"GMS","http://www.wahlrecht.de/umfragen/gms.htm","21.03.2011","15.03.","18.03.",2011-03-18,"18.03.2011",2011,"spd",27,NA,NA,NA,NA
2011-03-20,3723,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","20.03.2011","10.03.","16.03.",2011-03-16,"16.03.2011",2011,"afd",NA,NA,NA,NA,NA
2011-03-20,3723,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","20.03.2011","10.03.","16.03.",2011-03-16,"16.03.2011",2011,"cdu_csu",34,0.00776363140564644,32.5,35.5,NA
2011-03-20,3723,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","20.03.2011","10.03.","16.03.",2011-03-16,"16.03.2011",2011,"fdp",5,0.0035719081831371,4.3,5.7,NA
2011-03-20,3723,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","20.03.2011","10.03.","16.03.",2011-03-16,"16.03.2011",2011,"gruene",18,0.00629646307223221,16.8,19.2,NA
2011-03-20,3723,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","20.03.2011","10.03.","16.03.",2011-03-16,"16.03.2011",2011,"linke_pds",9,0.00469024395916188,8.1,9.9,NA
2011-03-20,3723,"Emnid","http://www.wahlrecht.de/umfragen/emnid/2013.htm","20.03.2011","10.03.","16.03.",2011-03-16,"16.03.2011",2011,"spd",28,0.00735866014500833,26.6,29.4,NA
2011-03-18,1000,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","18.03.2011","15.03.","16.03.",2011-03-16,"16.03.2011",2011,"afd",NA,NA,NA,NA,NA
2011-03-18,1000,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","18.03.2011","15.03.","16.03.",2011-03-16,"16.03.2011",2011,"cdu_csu",35,0.0150831031289984,32,38,NA
2011-03-18,1000,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","18.03.2011","15.03.","16.03.",2011-03-16,"16.03.2011",2011,"fdp",5,0.00689202437604511,3.6,6.4,NA
2011-03-18,1000,"Infratest Dimap","http://www.wahlrecht.de/umfragen/dimap/2013.htm","18.03.2011","15.03.","16.03.",2011-03-16,"16.03.2011",2011,"gruene",20,0.0126491106406735,17.5,22.5,NA
