"date","CDU/CSU","SPD","Die Linke/PDS","AfD","Bündnis 90/Die Grünen","FDP"
2012-05-21,33.1666666666667,29.3333333333333,5.83333333333333,NA,13.1666666666667,5
2012-05-28,33,29,5.66666666666667,NA,13.3333333333333,4.66666666666667
2012-06-04,33,29.75,5.5,NA,13.5,5
2012-06-11,33.8,29.4,5.8,NA,13.3,5.3
2012-06-18,34.2,29.4,5.8,NA,13.4,4.8
2012-06-25,34.6666666666667,29.6666666666667,6.33333333333333,NA,13,4.33333333333333
2012-07-02,35,28.5,6.25,NA,13.75,4.25
2012-07-09,35.4,28,6.2,NA,13.4,4.6
2012-07-16,35.5,28.75,6.25,NA,13.25,4.25
2012-07-23,35.5,28.75,6.25,NA,13,4.5
2012-07-30,35.75,28.5,6.25,NA,13.5,4.75
2012-08-06,36,28,6.66666666666667,NA,13.3333333333333,4.33333333333333
2012-08-13,35.4,28.6,6.6,NA,13.6,4.9
2012-08-20,36.8,27.8,6.4,NA,13.2,4.6
2012-08-27,36.6666666666667,27.6666666666667,6.66666666666667,NA,13.6666666666667,4.33333333333333
2012-09-03,37,28.25,6.75,NA,13.5,4
2012-09-10,37.25,27.5,6.75,NA,13.25,4.25
2012-09-17,36.6,27.6,7.1,NA,13,4.7
2012-09-24,36.6666666666667,28.6666666666667,7.16666666666667,NA,12.6666666666667,4.33333333333333
2012-10-01,37,29.5,7.25,NA,12,4.25
2012-10-08,36.9,30.2,7,NA,11.8,4.3
2012-10-15,37.3333333333333,29,7.66666666666667,NA,12,3.66666666666667
2012-10-22,37.6666666666667,28.8333333333333,7.33333333333333,NA,13,3.83333333333333
2012-10-29,37.3333333333333,28.3333333333333,7.66666666666667,NA,13.6666666666667,3.66666666666667
2012-11-05,38.5,29.4,6.7,NA,13.3,4
2012-11-12,38,28.5,6.75,NA,14,4.25
2012-11-19,37.8,27.8,7.2,NA,15.2,4
2012-11-26,37.25,28,7.25,NA,14.75,4
2012-12-03,38,28.5,7.25,NA,14.25,4.25
2012-12-10,38.75,28.8333333333333,7.08333333333333,NA,13.8333333333333,4.25
2012-12-17,39.25,28.5,7.5,NA,13,4.25
2013-01-07,40.5,27.25,7.5,NA,13.75,3.5
2013-01-14,41.2,26.6,7,NA,14,3.6
2013-01-21,41.4,25.8,7.2,NA,13.6,4.2
2013-01-28,41,27,6.5,NA,14.1666666666667,4.33333333333333
2013-02-04,40.5,27,6.5,NA,14.75,4
2013-02-11,40.25,27.5,6.5,NA,14.75,3.75
2013-02-18,40.5,26.8333333333333,6.41666666666667,NA,15.1666666666667,4.5
2013-02-25,40.2,27.6,6.8,NA,14.8,4.4
2013-03-04,40.5,26.25,7,NA,15,4.5
2013-03-11,40.2,26.4,7.2,NA,15.6,4.2
2013-03-18,39.75,26.0833333333333,7,NA,15.75,5.16666666666667
2013-03-25,39.6,26.8,7.6,NA,14.6,4.8
2013-04-01,39.3333333333333,26,7.66666666666667,NA,15,4.66666666666667
2013-04-08,40,25.5,8,NA,14.75,5
2013-04-15,40.9285714285714,25.7142857142857,7.14285714285714,3,14.4285714285714,4.85714285714286
2013-04-22,39.8,25.6,6.8,3.5,14.2,4.8
2013-04-29,39.4,26.2,7,2.8,14.4,4.4
2013-05-06,38.3,25.8,7,2.9,15,4.7
2013-05-13,38.75,25.75,7.5,2.5,14.5,4.25
2013-05-20,39.5,26.25,7,3.0625,13.625,4.375
2013-05-27,40,25.75,7,2.5,13.75,4
2013-06-03,40.2,25.8,6.8,3,14,4.2
2013-06-10,41,26.25,7,2.75,13.25,4.25
2013-06-17,40,25,7.42857142857143,2.42857142857143,14.2857142857143,5
2013-06-24,40.5,24.5,7.5,2,14.75,4.5
2013-07-01,41.2,24.8,7.2,2.5,13.6,4.4
2013-07-08,41,24.75,7.75,2.33333333333333,13.75,4.5
2013-07-15,40.4285714285714,25.3571428571429,7,2.5,13.3571428571429,5.07142857142857
2013-07-22,40,24.75,7.75,2.5,13.25,5
2013-07-29,40.5,24.5,7.5,2.5,13.75,4.5
2013-08-05,40.2,25.4,7.4,2.33333333333333,13.6,5
2013-08-12,40.5,24.75,7.75,2.66666666666667,13.25,5
2013-08-19,40.2857142857143,24.5,7.85714285714286,2,12.9285714285714,5.71428571428571
2013-08-26,40.6,24.2,8.4,3,12.4,5.4
2013-09-02,40,24.8333333333333,8.25,3.16666666666667,11.75,5.5
2013-09-09,40,26,8.66666666666667,3,10.3333333333333,5.16666666666667
2013-09-16,39.4,26.2,8.8,3.4,10.2,5.4
2013-09-23,39.3,26.8,8.9,4.3,9,5.6
2013-09-30,42.6666666666667,25.6666666666667,9.33333333333333,5.33333333333333,7.33333333333333,3.33333333333333
2013-10-07,43.5,24.5,8.5,6,8,3.5
2013-10-14,42.5,25.1666666666667,9,5.58333333333333,8.66666666666667,3.5
2013-10-21,42.2,25.4,9.3,4.9,8.8,3.7
2013-10-28,41.25,25.875,9,4.875,9.5,3.625
2013-11-04,42,25.3333333333333,9,4.66666666666667,9.5,3.16666666666667
2013-11-11,41.6,25.4,9.1,4.7,9.8,3.4
2013-11-18,41,24.75,9.375,4.875,9.75,3.75
2013-11-25,41.3,25,9.3,4.6,9.9,3.4
2013-12-02,41.875,24.75,9.625,4.75,9.5,3.375
2013-12-09,42.6,25,9.3,4.5,9.6,3.2
2013-12-16,41.9,25.3,9.4,4.5,9.3,4
2013-12-23,41.6666666666667,25.3333333333333,9,4.33333333333333,9.33333333333333,4.33333333333333
2014-01-06,41.25,24,10,5,9.5,4.5
2014-01-13,41,25.25,9.125,4.5,9.5,4.25
2014-01-20,41.6,24.8,9.6,4.2,9.1,4.3
2014-01-27,41,25.375,8.75,4.25,9.875,4.625
2014-02-03,42.1,25.2,9,4.2,9.5,4
2014-02-10,41.25,25.5,9.375,4.5,9.5,4
2014-02-17,40.5,24.875,9.75,5,10.375,4
2014-02-24,41.3,23.9,9.6,4.9,10.2,4.2
2014-03-03,40.25,24.125,9.875,5.25,10.25,4
2014-03-10,41.75,23.875,9.375,4.875,10,3.75
2014-03-17,41,24.25,9.83333333333333,4.83333333333333,10.1666666666667,4.16666666666667
2014-03-24,41,24.3333333333333,10,5,10,3.66666666666667
2014-03-31,41.2,24.5,9.4,5.2,10.2,3.4
2014-04-07,41.25,24.25,9.75,5.5,10,3.75
2014-04-14,40.9166666666667,24.1666666666667,9.66666666666667,5.41666666666667,10,4.25
2014-04-21,40.6666666666667,24.5,9.33333333333333,5.33333333333333,10.1666666666667,4.16666666666667
2014-04-28,40.75,24.6666666666667,9.5,5.25,10,4.08333333333333
2014-05-05,41,24,9.5,5,10.5,3.5
2014-05-12,40.0833333333333,24.75,9.33333333333333,5.16666666666667,10.75,4.16666666666667
2014-05-19,39.5,25,9.5,5.75,10.25,4.25
2014-05-26,39.25,25,9.75,6,10,4.25
2014-06-02,38,24.5,9.5,7,10.5,3.75
2014-06-09,38.8,24.9,9.4,6.7,10.4,3.7
2014-06-16,39.3,24.8,9.1,6.4,10.4,4
2014-06-23,39.875,24.25,8.75,6.25,11,3.75
2014-06-30,40.25,24.25,9,6.5,10.25,3.375
2014-07-07,40,24.75,9,5.625,10.5,3.5
2014-07-14,40.375,24.25,8.875,5.75,11,3.25
2014-07-21,40.8333333333333,24.6666666666667,9.16666666666667,5,10.1666666666667,3.41666666666667
2014-07-28,41.3333333333333,23.8333333333333,9.66666666666667,5,10.1666666666667,3.16666666666667
2014-08-04,41.75,25.125,8.875,5.25,9.625,3.25
2014-08-11,41.5,25.75,9,5.125,9.625,3.25
2014-08-18,41.25,25.75,9,4.5,10,3.125
2014-08-25,41.5,25,9.125,4.5,10,3.625
2014-09-01,41.5,25,9.5,5.25,9.5,3
2014-09-08,41.1,24,9.4,6.4,9.6,3.1
2014-09-15,40.5,24.875,9,6.875,9.5,3.375
2014-09-22,40.625,23.75,9,8.75,9,2.75
2014-09-29,40.1,24.8,9.1,8.1,9.6,2.6
2014-10-06,40.5,23.75,9,8.5,10,2.25
2014-10-13,40.75,24,8.5,8.25,9.75,2.5
2014-10-20,40.8,24.5,8.9,7.5,9.3,2.7
2014-10-27,40.8,24.8,8.8,7.2,9.6,2.4
2014-11-03,41,23.5,9,7.5,9.5,3
2014-11-10,41,24.5,9.2,7.6,9.4,2.8
2014-11-17,40.9,24.8,8.8,6.9,9.9,3
2014-11-24,41.6,24.6,8.9,6.3,9.8,2.7
2014-12-01,41.125,24.5,9,6.875,10.25,2.33333333333333
2014-12-08,40.75,25,9.125,6.75,10.375,2.25
2014-12-15,41.6666666666667,24.75,9.08333333333333,6.41666666666667,10.1666666666667,2.5
2014-12-22,42,24.3333333333333,9.33333333333333,6,9.66666666666667,2
2015-01-05,42.125,24,9.125,6.375,9.75,2.75
2015-01-12,42,23.5,9,6.625,9.75,3.625
2015-01-19,41.8,23.8,9.2,6.2,10.2,3.3
2015-01-26,41.375,24.25,9,6.25,10.125,3.25
2015-02-02,41,24.8,9.2,5.8,10.4,3.1
2015-02-09,41.375,24.25,8.875,6.625,10.125,3.75
2015-02-16,41.75,24.625,8.625,6,9.625,4.25
2015-02-23,41.5,24.125,8.875,6.375,9.625,4
2015-03-02,40.8,24.6,8.8,6.9,9.9,3.8
2015-03-09,41,24.125,9,6.375,10.125,4
2015-03-16,41.5,24.1,9,6.3,9.6,4.1
2015-03-23,41.5,24.5,8.25,5.625,9.625,4.75
2015-03-30,41.8,24.3,9,5.8,10,3.6
2015-04-06,41.6666666666667,24,9,5.83333333333333,9.66666666666667,3.66666666666667
2015-04-13,41.3,24.6,8.8,5.7,9.9,4.4
2015-04-20,41.2,24.7,8.4,6.1,10.2,3.7
2015-04-27,41.1666666666667,24.6666666666667,8.83333333333333,5.33333333333333,10.3333333333333,3.33333333333333
2015-05-04,40.75,24.75,9.375,5.5,9.875,3.5
2015-05-11,41,24.6,9.3,5.2,10.3,4
2015-05-18,40.375,24.5,9.125,5.125,9.75,5.125
2015-05-25,40,24.625,9.125,4.875,10.375,5.5
2015-06-01,40.25,24.5,9.375,5,10,5.5
2015-06-08,40.3333333333333,24.3333333333333,9.33333333333333,4.66666666666667,10,5.33333333333333
2015-06-15,40.75,24.6666666666667,9.5,4.58333333333333,10.25,4.75
2015-06-22,41,24,9.625,4.375,10,4.5
2015-06-29,40.375,24.125,9.875,4.625,10.375,4.75
2015-07-06,42,24.75,9.5,3.75,10.5,4.25
2015-07-13,41.7,24.6,9.4,3.9,10.5,4.7
2015-07-20,42,24.25,9.625,3.5,9.875,4.5
2015-07-27,41.9,24.3,9.3,3.4,10.3,4.2
2015-08-03,42.3333333333333,24.1666666666667,9.5,3.33333333333333,10,4.33333333333333
2015-08-10,40.9,23,9.2,5,11.3,4.7
2015-08-17,41.875,24.375,9.5,3.625,10.125,4.5
2015-08-24,41.6,24.3,9.9,3.5,10.1,4.2
2015-08-31,41.125,23.875,9.625,3.875,11,4.25
2015-09-07,41.375,24.5,9.625,4.25,10.625,4
2015-09-14,41.1666666666667,24.5833333333333,9,4.33333333333333,9.91666666666667,4.5
2015-09-21,39.8333333333333,24.5,10,5.33333333333333,9.83333333333333,4.33333333333333
2015-09-28,39.9,24.5,9.7,5.4,9.9,4.4
2015-10-05,39,24.75,9.5,6,9.375,5
2015-10-12,38.5,25.125,9.25,6.625,9.5,4.75
2015-10-19,37.4,25,9.5,7.3,10.2,4.9
2015-10-26,36.5,24.625,9.375,7.125,10.5,5.125
2015-11-02,36.125,24.625,9.25,8,10.5,4.875
2015-11-09,36.625,25,9.375,8,9.875,5.375
2015-11-16,37.2,24.7,9.2,8.5,9.6,4.6
2015-11-23,37.125,24.25,9.375,8.5,9.75,5
2015-11-30,37.3,24.5,8.9,8.7,9.9,4.5
2015-12-07,36.6666666666667,24.5,9.5,8.66666666666667,9.5,4.66666666666667
2015-12-14,37.8333333333333,24.4166666666667,8.91666666666667,8.83333333333333,9.75,4.58333333333333
2015-12-21,37.875,23.5,10.25,8.625,9.625,4.75
2015-12-28,38,23,10,8,10,5
2016-01-04,38.25,23.375,9,8.875,10.25,4.5
2016-01-11,37,23.5,9,10.1,10,5
2016-01-18,35.125,23.875,9.375,10.625,9.375,5.75
2016-01-25,34.875,23.75,9.25,11.5,10,5.25
2016-02-01,34.75,23.75,9.5,11.625,9.75,5
2016-02-08,34.25,23.5,9.625,11.125,10,5.75
2016-02-15,35.1,23.7,9.7,10.9,10.2,5.4
2016-02-22,35.125,23.375,9.25,10.875,10.375,5.875
2016-02-29,34.625,23.5,10,10.625,10.25,5.875
2016-03-07,34.625,23.625,9.25,10.75,10.75,6.125
2016-03-14,34.4,22,9.2,12.6,11,6.5
2016-03-21,34.4,21.2,8.7,12,12.4,6.6
2016-03-28,32.5,21,9.5,13,12.75,6
2016-04-04,34.2,21.2,7.8,12.2,12.7,7.1
2016-04-11,33,21.375,9.125,11,12.875,7.375
2016-04-18,33.25,21.0833333333333,8.75,12.25,12.8333333333333,6.83333333333333
2016-04-25,32.3333333333333,21.1666666666667,9.33333333333333,12.1666666666667,13,7.33333333333333
2016-05-02,32.75,20.625,9,12.875,12.75,7
2016-05-09,32.8,21.1,9,12.7,12.9,7.2
2016-05-16,32.125,20.375,9.375,13.5,12.75,6.875
2016-05-23,32.1666666666667,20.1666666666667,9.33333333333333,13.6666666666667,13,6.33333333333333
2016-05-30,32.3333333333333,20.8333333333333,8.91666666666667,13,13,6.5
2016-06-06,32.5,20.3333333333333,9.83333333333333,11.8333333333333,12.6666666666667,7.66666666666667
2016-06-13,31.75,20.875,9.75,12.75,13,6.75
2016-06-20,32.5,21.5,9.5,12,12.75,6.25
2016-06-27,32.3333333333333,21.3333333333333,10,11.6666666666667,12.3333333333333,6.66666666666667
2016-07-04,33.6,22,9.4,11.3,12.8,6.2
2016-07-11,34.0833333333333,22.3333333333333,9.25,10.1666666666667,12.5,6.41666666666667
2016-07-18,34.25,22.5,9.625,10.25,12.25,6
2016-07-25,33.8333333333333,22.1666666666667,9.83333333333333,11,12,5.83333333333333
2016-08-01,33.625,22,9.75,11.25,12,5.875
2016-08-08,34.125,21.5,10.125,11,12.375,5.875
2016-08-15,33.875,21.875,9.625,10.625,12.125,6.375
2016-08-22,33.25,21.75,9.625,12,11.875,5.625
2016-08-29,32.625,22.25,9.375,13.125,11.375,6
2016-09-05,32.1666666666667,22.1666666666667,8.83333333333333,13.3333333333333,11.5,6.5
2016-09-12,32.2,23.1,8.4,13.5,11,6.4
2016-09-19,32,22.4,9,14.2,11.6,6
2016-09-26,31.6666666666667,22.3333333333333,10,13.8333333333333,10.3333333333333,6.66666666666667
2016-10-03,32,22,10.125,13.5,11.375,6.25
2016-10-10,32.75,22.1666666666667,10,13.0833333333333,11.5,6.33333333333333
2016-10-17,32.375,22.125,10.125,13.125,11.5,5.625
2016-10-24,33.125,22.625,10.125,12.5,11.375,5.5
2016-10-31,32.9,22.1,10.3,12.2,11.2,6.3
2016-11-07,33.3,22.6,9.9,11.8,11.4,6.1
2016-11-14,32.5,23.125,9.875,12.375,11.625,5.875
2016-11-21,34.625,22.25,9.875,12.5,10.625,5.125
2016-11-28,35.5,22,10.1666666666667,12.1666666666667,10.3333333333333,5.16666666666667
2016-12-05,35,22.1,10.1,12.4,10.5,5.2
2016-12-12,35.3,21.5,9.9,11.9,10.5,6
2016-12-19,35,21.5,10.1666666666667,12.3333333333333,10,6.16666666666667
2016-12-26,34.75,20.25,10.25,13.75,10,5.5
NA,37,21,9,12,10,6
2017-01-02,36,20.6,9.7,13.4,9.8,5.8
2017-01-09,35.75,21,9.75,12.75,9.5,6.25
2017-01-16,35.625,21.5,10.125,12.25,9.125,6.625
2017-01-23,35.1,23.4,9.6,12.3,8.7,6.3
2017-01-30,33.375,28.5,8.625,11.5,7.875,5.875
2017-02-06,32.5,30.75,8.5,10.5,7.5,5.75
2017-02-13,32.6,31.1,8.2,9.5,7.6,6
2017-02-20,31.875,31.25,7.875,10,7.375,6.375
2017-02-27,32.1666666666667,32,7.66666666666667,9.66666666666667,7.16666666666667,6.33333333333333
2017-03-06,32.5,31.9,7.9,9.6,7.1,6.1
2017-03-13,32.6666666666667,31.3333333333333,7.83333333333333,9.83333333333333,7.16666666666667,6
2017-03-20,33,32.1666666666667,7.91666666666667,9.08333333333333,7.5,6
2017-03-27,33.6666666666667,31.3333333333333,8.5,9,6.83333333333333,5.66666666666667
2017-04-03,34.5,31.875,8.25,8.75,6.875,5.625
2017-04-10,34.8,30.9,8.5,9,6.9,6.1
2017-04-17,35.25,30.375,8.5,9.5,6.5,5.875
2017-04-24,35.5,29.5,9.25,9,7.25,6.25
