"abstand","party","weight_s","voteshare_hat","weight_f","weight_umfrage","weight_forecast","weight_gesamt","date"
8,"gruene",1.456,10.3744049072266,3.44291501439547,0.702791333239801,0.297208666760199,1,2017-09-16
8,"linke_pds",4.652,8.55743789672852,7.36413116108637,0.612853759863635,0.387146240136365,1,2017-09-16
8,"spd",0.660000000000001,24.429838180542,27.2930441102895,0.976388975834047,0.0236110241659532,1,2017-09-16
9,"afd",1.96,6.78091192245483,25.840097774351,0.929496650842418,0.0705033491575824,1,2017-09-15
9,"cdu_csu",11.29,36.7920455932617,27.1906980225042,0.706606153729399,0.293393846270601,1,2017-09-15
9,"fdp",2.746,6.66934633255005,13.7354163247314,0.833388105372992,0.166611894627008,1,2017-09-15
9,"gruene",1.402,10.3744049072266,3.44291501439547,0.710624439059447,0.289375560940553,1,2017-09-15
9,"linke_pds",4.352,8.55743789672852,7.36413116108637,0.628546322999984,0.371453677000016,1,2017-09-15
9,"spd",0.783999999999999,24.429838180542,27.2930441102895,0.972076832699327,0.0279231673006734,1,2017-09-15
10,"afd",2.25,6.78091192245483,25.840097774351,0.919900599204946,0.0800994007950541,1,2017-09-14
10,"cdu_csu",11.642,36.7920455932617,27.1906980225042,0.700201103893083,0.299798896106917,1,2017-09-14
10,"fdp",2.5,6.66934633255005,13.7354163247314,0.846015651831992,0.153984348168008,1,2017-09-14
10,"gruene",1.456,10.3744049072266,3.44291501439547,0.702791333239801,0.297208666760199,1,2017-09-14
10,"linke_pds",3.962,8.55743789672852,7.36413116108637,0.650189465082976,0.349810534917024,1,2017-09-14
10,"spd",1.23,24.429838180542,27.2930441102895,0.956876973045234,0.0431230269547663,1,2017-09-14
11,"afd",2.25,6.78091192245483,25.840097774351,0.919900599204946,0.0800994007950541,1,2017-09-13
11,"cdu_csu",11.83,36.7920455932617,27.1906980225042,0.696827565893943,0.303172434106057,1,2017-09-13
11,"fdp",2.508,6.66934633255005,13.7354163247314,0.845598983005721,0.154401016994279,1,2017-09-13
11,"gruene",1.646,10.3744049072266,3.44291501439547,0.676551878869305,0.323448121130695,1,2017-09-13
11,"linke_pds",4.296,8.55743789672852,7.36413116108637,0.631565036391946,0.368434963608054,1,2017-09-13
11,"spd",1.63,24.429838180542,27.2930441102895,0.943643553085751,0.0563564469142487,1,2017-09-13
12,"afd",2.56,6.78091192245483,25.840097774351,0.9098594652617,0.0901405347382998,1,2017-09-12
12,"cdu_csu",12.524,36.7920455932617,27.1906980225042,0.684650755926601,0.315349244073399,1,2017-09-12
12,"fdp",2.508,6.66934633255005,13.7354163247314,0.845598983005721,0.154401016994279,1,2017-09-12
12,"gruene",1.718,10.3744049072266,3.44291501439547,0.667113293823297,0.332886706176703,1,2017-09-12
12,"linke_pds",3.944,8.55743789672852,7.36413116108637,0.651224420391221,0.348775579608779,1,2017-09-12
12,"spd",1.972,24.429838180542,27.2930441102895,0.932615854171679,0.0673841458283214,1,2017-09-12
13,"afd",2.56,6.78091192245483,25.840097774351,0.9098594652617,0.0901405347382998,1,2017-09-11
13,"cdu_csu",12.382,36.7920455932617,27.1906980225042,0.68710751051246,0.31289248948754,1,2017-09-11
13,"fdp",2.398,6.66934633255005,13.7354163247314,0.851364400959266,0.148635599040734,1,2017-09-11
13,"gruene",1.898,10.3744049072266,3.44291501439547,0.644630181366997,0.355369818633003,1,2017-09-11
13,"linke_pds",3.962,8.55743789672852,7.36413116108637,0.650189465082976,0.349810534917024,1,2017-09-11
13,"spd",2.424,24.429838180542,27.2930441102895,0.9184306490577,0.0815693509422997,1,2017-09-11
14,"afd",2.56,6.78091192245483,25.840097774351,0.9098594652617,0.0901405347382998,1,2017-09-10
14,"cdu_csu",12.292,36.7920455932617,27.1906980225042,0.688673757983969,0.311326242016031,1,2017-09-10
14,"fdp",2.502,6.66934633255005,13.7354163247314,0.845911446133879,0.154088553866121,1,2017-09-10
14,"gruene",2.106,10.3744049072266,3.44291501439547,0.620466344404909,0.379533655595091,1,2017-09-10
14,"linke_pds",3.432,8.55743789672852,7.36413116108637,0.682108345221822,0.317891654778178,1,2017-09-10
14,"spd",2.944,24.429838180542,27.2930441102895,0.902635985539401,0.0973640144605993,1,2017-09-10
15,"afd",2.56,6.78091192245483,25.840097774351,0.9098594652617,0.0901405347382998,1,2017-09-09
15,"cdu_csu",12.392,36.7920455932617,27.1906980225042,0.686933922671095,0.313066077328905,1,2017-09-09
15,"fdp",2.382,6.66934633255005,13.7354163247314,0.852209563120552,0.147790436879448,1,2017-09-09
15,"gruene",2.088,10.3744049072266,3.44291501439547,0.622485611410499,0.377514388589501,1,2017-09-09
15,"linke_pds",3.462,8.55743789672852,7.36413116108637,0.680218173187863,0.319781826812137,1,2017-09-09
15,"spd",2.89400000000001,24.429838180542,27.2930441102895,0.904131057369292,0.0958689426307084,1,2017-09-09
16,"afd",2.56,6.78091192245483,25.840097774351,0.9098594652617,0.0901405347382998,1,2017-09-08
16,"cdu_csu",12.946,36.7920455932617,27.1906980225042,0.677452290850101,0.322547709149899,1,2017-09-08
16,"fdp",2.262,6.66934633255005,13.7354163247314,0.85860216711976,0.14139783288024,1,2017-09-08
16,"gruene",2.3,10.3744049072266,3.44291501439547,0.599506523388435,0.400493476611565,1,2017-09-08
16,"linke_pds",4.0625,8.55743789672852,7.36413116108637,0.644470890612543,0.355529109387457,1,2017-09-08
16,"spd",3.25400000000001,24.429838180542,27.2930441102895,0.893475781543658,0.106524218456342,1,2017-09-08
17,"afd",2.56,6.78091192245483,25.840097774351,0.9098594652617,0.0901405347382998,1,2017-09-07
17,"cdu_csu",13.102,36.7920455932617,27.1906980225042,0.674829419646153,0.325170580353847,1,2017-09-07
17,"fdp",2.042,6.66934633255005,13.7354163247314,0.870574499780479,0.129425500219521,1,2017-09-07
17,"gruene",2.422,10.3744049072266,3.44291501439547,0.587035789256079,0.412964210743921,1,2017-09-07
17,"linke_pds",3.995,8.55743789672852,7.36413116108637,0.648300566007557,0.351699433992443,1,2017-09-07
17,"spd",4.13800000000001,24.429838180542,27.2930441102895,0.868346721620827,0.131653278379173,1,2017-09-07
18,"afd",2.56,6.78091192245483,25.840097774351,0.9098594652617,0.0901405347382998,1,2017-09-06
18,"cdu_csu",12.87,36.7920455932617,27.1906980225042,0.678737499961427,0.321262500038573,1,2017-09-06
18,"fdp",2.052,6.66934633255005,13.7354163247314,0.870023064078858,0.129976935921142,1,2017-09-06
18,"gruene",2.698,10.3744049072266,3.44291501439547,0.560651793148843,0.439348206851157,1,2017-09-06
18,"linke_pds",4.7625,8.55743789672852,7.36413116108637,0.607269328411457,0.392730671588543,1,2017-09-06
18,"spd",4.81800000000001,24.429838180542,27.2930441102895,0.849958164441743,0.150041835558257,1,2017-09-06
19,"afd",2.56,6.78091192245483,25.840097774351,0.9098594652617,0.0901405347382998,1,2017-09-05
19,"cdu_csu",13.08,36.7920455932617,27.1906980225042,0.675198080929946,0.324801919070054,1,2017-09-05
19,"fdp",1.982,6.66934633255005,13.7354163247314,0.873897849426988,0.126102150573012,1,2017-09-05
19,"gruene",3.31,10.3744049072266,3.44291501439547,0.509841306614413,0.490158693385587,1,2017-09-05
19,"linke_pds",5.1,8.55743789672852,7.36413116108637,0.590825871929008,0.409174128070992,1,2017-09-05
19,"spd",5.12200000000001,24.429838180542,27.2930441102895,0.841986949560432,0.158013050439568,1,2017-09-05
20,"afd",2.89,6.78091192245483,25.840097774351,0.899408626357685,0.100591373642315,1,2017-09-04
20,"cdu_csu",13.358,36.7920455932617,27.1906980225042,0.670568954086111,0.329431045913889,1,2017-09-04
20,"fdp",1.968,6.66934633255005,13.7354163247314,0.874676951861705,0.125323048138295,1,2017-09-04
20,"gruene",3.648,10.3744049072266,3.44291501439547,0.485538891300476,0.514461108699524,1,2017-09-04
20,"linke_pds",5.2975,8.55743789672852,7.36413116108637,0.581609989060409,0.418390010939591,1,2017-09-04
20,"spd",5.546,24.429838180542,27.2930441102895,0.831115668855225,0.168884331144775,1,2017-09-04
21,"afd",3.61,6.78091192245483,25.840097774351,0.877419761806562,0.122580238193438,1,2017-09-03
21,"cdu_csu",13.476,36.7920455932617,27.1906980225042,0.668623206326153,0.331376793673847,1,2017-09-03
21,"fdp",2.052,6.66934633255005,13.7354163247314,0.870023064078858,0.129976935921142,1,2017-09-03
21,"gruene",3.734,10.3744049072266,3.44291501439547,0.479720744566386,0.520279255433614,1,2017-09-03
21,"linke_pds",5.3875,8.55743789672852,7.36413116108637,0.577505031949104,0.422494968050896,1,2017-09-03
21,"spd",5.562,24.429838180542,27.2930441102895,0.830710925807033,0.169289074192967,1,2017-09-03
22,"afd",3.61,6.78091192245483,25.840097774351,0.877419761806562,0.122580238193438,1,2017-09-02
22,"cdu_csu",13.558,36.7920455932617,27.1906980225042,0.667277712958771,0.332722287041229,1,2017-09-02
22,"fdp",2.052,6.66934633255005,13.7354163247314,0.870023064078858,0.129976935921142,1,2017-09-02
22,"gruene",3.734,10.3744049072266,3.44291501439547,0.479720744566386,0.520279255433614,1,2017-09-02
22,"linke_pds",5.3875,8.55743789672852,7.36413116108637,0.577505031949104,0.422494968050896,1,2017-09-02
22,"spd",5.64000000000001,24.429838180542,27.2930441102895,0.828743435283049,0.171256564716951,1,2017-09-02
23,"afd",3.61,6.78091192245483,25.840097774351,0.877419761806562,0.122580238193438,1,2017-09-01
23,"cdu_csu",14.032,36.7920455932617,27.1906980225042,0.659605007116718,0.340394992883282,1,2017-09-01
23,"fdp",1.966,6.66934633255005,13.7354163247314,0.874788365626396,0.125211634373604,1,2017-09-01
23,"gruene",3.734,10.3744049072266,3.44291501439547,0.479720744566386,0.520279255433614,1,2017-09-01
23,"linke_pds",5.035,8.55743789672852,7.36413116108637,0.593923160051575,0.406076839948425,1,2017-09-01
23,"spd",5.95600000000001,24.429838180542,27.2930441102895,0.820867030635722,0.179132969364278,1,2017-09-01
24,"afd",3.61,6.78091192245483,25.840097774351,0.877419761806562,0.122580238193438,1,2017-08-31
24,"cdu_csu",13.286,36.7920455932617,27.1906980225042,0.671761762962649,0.328238237037351,1,2017-08-31
24,"fdp",2.22,6.66934633255005,13.7354163247314,0.860862295610618,0.139137704389382,1,2017-08-31
24,"gruene",3.958,10.3744049072266,3.44291501439547,0.465201263316587,0.534798736683412,1,2017-08-31
24,"linke_pds",5.4575,8.55743789672852,7.36413116108637,0.574352129504123,0.425647870495877,1,2017-08-31
24,"spd",6.62000000000001,24.429838180542,27.2930441102895,0.804794875432859,0.195205124567141,1,2017-08-31
25,"afd",4,6.78091192245483,25.840097774351,0.865952181851154,0.134047818148846,1,2017-08-30
25,"cdu_csu",12.826,36.7920455932617,27.1906980225042,0.679483799668152,0.320516200331848,1,2017-08-30
25,"fdp",2.604,6.66934633255005,13.7354163247314,0.840630782137635,0.159369217862365,1,2017-08-30
25,"gruene",4.052,10.3744049072266,3.44291501439547,0.459366785051288,0.540633214948712,1,2017-08-30
25,"linke_pds",5.985,8.55743789672852,7.36413116108637,0.551656214342497,0.448343785657503,1,2017-08-30
25,"spd",7.432,24.429838180542,27.2930441102895,0.785975793827781,0.214024206172219,1,2017-08-30
26,"afd",4.84,6.78091192245483,25.840097774351,0.842243006016549,0.157756993983452,1,2017-08-29
26,"cdu_csu",13.684,36.7920455932617,27.1906980225042,0.665220768298617,0.334779231701383,1,2017-08-29
26,"fdp",2.468,6.66934633255005,13.7354163247314,0.847686441517085,0.152313558482915,1,2017-08-29
26,"gruene",4.622,10.3744049072266,3.44291501439547,0.426900346531866,0.573099653468134,1,2017-08-29
26,"linke_pds",6.39,8.55743789672852,7.36413116108637,0.535412311751193,0.464587688248807,1,2017-08-29
26,"spd",7.70400000000001,24.429838180542,27.2930441102895,0.779867123185556,0.220132876814444,1,2017-08-29
27,"afd",4.41,6.78091192245483,25.840097774351,0.854215347239663,0.145784652760337,1,2017-08-28
27,"cdu_csu",13.684,36.7920455932617,27.1906980225042,0.665220768298617,0.334779231701383,1,2017-08-28
27,"fdp",2.62,6.66934633255005,13.7354163247314,0.839808418937142,0.160191581062858,1,2017-08-28
27,"gruene",4.7,10.3744049072266,3.44291501439547,0.422811119643139,0.577188880356861,1,2017-08-28
27,"linke_pds",6.564,8.55743789672852,7.36413116108637,0.528723564986301,0.471276435013699,1,2017-08-28
27,"spd",7.92600000000001,24.429838180542,27.2930441102895,0.774951302619699,0.225048697380301,1,2017-08-28
28,"afd",5.29,6.78091192245483,25.840097774351,0.83006799277198,0.16993200722802,1,2017-08-27
28,"cdu_csu",13.994,36.7920455932617,27.1906980225042,0.660213606705253,0.339786393294747,1,2017-08-27
28,"fdp",2.664,6.66934633255005,13.7354163247314,0.837555194206363,0.162444805793637,1,2017-08-27
28,"gruene",4.758,10.3744049072266,3.44291501439547,0.41982083808355,0.58017916191645,1,2017-08-27
28,"linke_pds",6.78,8.55743789672852,7.36413116108637,0.52064924152759,0.47935075847241,1,2017-08-27
28,"spd",8.34600000000001,24.429838180542,27.2930441102895,0.765818634917024,0.234181365082977,1,2017-08-27
29,"afd",5.29,6.78091192245483,25.840097774351,0.83006799277198,0.16993200722802,1,2017-08-26
29,"cdu_csu",13.904,36.7920455932617,27.1906980225042,0.661659516456699,0.338340483543301,1,2017-08-26
29,"fdp",2.392,6.66934633255005,13.7354163247314,0.851681140249857,0.148318859750143,1,2017-08-26
29,"gruene",4.976,10.3744049072266,3.44291501439547,0.408949966653476,0.591050033346524,1,2017-08-26
29,"linke_pds",6.802,8.55743789672852,7.36413116108637,0.519840673317727,0.480159326682273,1,2017-08-26
29,"spd",8.106,24.429838180542,27.2930441102895,0.771010765862917,0.228989234137083,1,2017-08-26
30,"afd",5.29,6.78091192245483,25.840097774351,0.83006799277198,0.16993200722802,1,2017-08-25
30,"cdu_csu",13.824,36.7920455932617,27.1906980225042,0.662950096757632,0.337049903242368,1,2017-08-25
30,"fdp",2.524,6.66934633255005,13.7354163247314,0.844766875416009,0.155233124583991,1,2017-08-25
30,"gruene",4.976,10.3744049072266,3.44291501439547,0.408949966653476,0.591050033346524,1,2017-08-25
30,"linke_pds",6.806,8.55743789672852,7.36413116108637,0.519693930660963,0.480306069339037,1,2017-08-25
30,"spd",8.224,24.429838180542,27.2930441102895,0.76844919936292,0.23155080063708,1,2017-08-25
31,"afd",5.29,6.78091192245483,25.840097774351,0.83006799277198,0.16993200722802,1,2017-08-24
31,"cdu_csu",13.02,36.7920455932617,27.1906980225042,0.676205571146433,0.323794428853567,1,2017-08-24
31,"fdp",2.594,6.66934633255005,13.7354163247314,0.841145577501671,0.158854422498329,1,2017-08-24
31,"gruene",5.05,10.3744049072266,3.44291501439547,0.405386726295947,0.594613273704053,1,2017-08-24
31,"linke_pds",7.218,8.55743789672852,7.36413116108637,0.505010624286399,0.494989375713601,1,2017-08-24
31,"spd",8.966,24.429838180542,27.2930441102895,0.752723762581053,0.247276237418947,1,2017-08-24
32,"afd",5.29,6.78091192245483,25.840097774351,0.83006799277198,0.16993200722802,1,2017-08-23
32,"cdu_csu",12.666,36.7920455932617,27.1906980225042,0.68221150701324,0.31778849298676,1,2017-08-23
32,"fdp",2.892,6.66934633255005,13.7354163247314,0.826070392205283,0.173929607794717,1,2017-08-23
32,"gruene",5.11,10.3744049072266,3.44291501439547,0.402542876738595,0.597457123261405,1,2017-08-23
32,"linke_pds",8.364,8.55743789672852,7.36413116108637,0.468213997306068,0.531786002693932,1,2017-08-23
32,"spd",9.626,24.429838180542,27.2930441102895,0.739267355589058,0.260732644410942,1,2017-08-23
33,"afd",6.25,6.78091192245483,25.840097774351,0.805235869209613,0.194764130790387,1,2017-08-22
33,"cdu_csu",13.764,36.7920455932617,27.1906980225042,0.663921340783985,0.336078659216015,1,2017-08-22
33,"fdp",2.782,6.66934633255005,13.7354163247314,0.831571721308827,0.168428278691174,1,2017-08-22
33,"gruene",5.14,10.3744049072266,3.44291501439547,0.40113586218912,0.59886413781088,1,2017-08-22
33,"linke_pds",8.23,8.55743789672852,7.36413116108637,0.472237349103671,0.527762650896329,1,2017-08-22
33,"spd",9.75400000000001,24.429838180542,27.2930441102895,0.736713137734761,0.263286862265239,1,2017-08-22
34,"afd",6.25,6.78091192245483,25.840097774351,0.805235869209613,0.194764130790387,1,2017-08-21
34,"cdu_csu",13.448,36.7920455932617,27.1906980225042,0.669083886679809,0.330916113320191,1,2017-08-21
34,"fdp",2.702,6.66934633255005,13.7354163247314,0.835618935079558,0.164381064920442,1,2017-08-21
34,"gruene",5.364,10.3744049072266,3.44291501439547,0.390933148414377,0.609066851585623,1,2017-08-21
34,"linke_pds",8.332,8.55743789672852,7.36413116108637,0.469168554053844,0.530831445946156,1,2017-08-21
34,"spd",10.102,24.429838180542,27.2930441102895,0.729857251399247,0.270142748600753,1,2017-08-21
35,"afd",5.29,6.78091192245483,25.840097774351,0.83006799277198,0.16993200722802,1,2017-08-20
35,"cdu_csu",13.646,36.7920455932617,27.1906980225042,0.66583977988426,0.33416022011574,1,2017-08-20
35,"fdp",2.65,6.66934633255005,13.7354163247314,0.838270816713994,0.161729183286006,1,2017-08-20
35,"gruene",5.182,10.3744049072266,3.44291501439547,0.399182485699749,0.600817514300251,1,2017-08-20
35,"linke_pds",8.438,8.55743789672852,7.36413116108637,0.466021392052545,0.533978607947455,1,2017-08-20
35,"spd",10.284,24.429838180542,27.2930441102895,0.726322273518475,0.273677726481525,1,2017-08-20
36,"afd",5.29,6.78091192245483,25.840097774351,0.83006799277198,0.16993200722802,1,2017-08-19
36,"cdu_csu",13.758,36.7920455932617,27.1906980225042,0.664018621729096,0.335981378270904,1,2017-08-19
36,"fdp",2.484,6.66934633255005,13.7354163247314,0.84685022258092,0.15314977741908,1,2017-08-19
36,"gruene",5.184,10.3744049072266,3.44291501439547,0.39908994219259,0.60091005780741,1,2017-08-19
36,"linke_pds",8.438,8.55743789672852,7.36413116108637,0.466021392052545,0.533978607947455,1,2017-08-19
36,"spd",10.054,24.429838180542,27.2930441102895,0.730795294794695,0.269204705205305,1,2017-08-19
37,"afd",5.29,6.78091192245483,25.840097774351,0.83006799277198,0.16993200722802,1,2017-08-18
37,"cdu_csu",13.868,36.7920455932617,27.1906980225042,0.66223965522728,0.33776034477272,1,2017-08-18
37,"fdp",2.59,6.66934633255005,13.7354163247314,0.841351672234147,0.158648327765853,1,2017-08-18
37,"gruene",5.552,10.3744049072266,3.44291501439547,0.382762372839035,0.617237627160965,1,2017-08-18
37,"linke_pds",8.212,8.55743789672852,7.36413116108637,0.472783073340065,0.527216926659935,1,2017-08-18
37,"spd",10.028,24.429838180542,27.2930441102895,0.731304409105873,0.268695590894127,1,2017-08-18
38,"afd",5.29,6.78091192245483,25.840097774351,0.83006799277198,0.16993200722802,1,2017-08-17
38,"cdu_csu",13.364,36.7920455932617,27.1906980225042,0.670469744526659,0.329530255473341,1,2017-08-17
38,"fdp",2.844,6.66934633255005,13.7354163247314,0.828461995024661,0.17153800497534,1,2017-08-17
38,"gruene",5.76,10.3744049072266,3.44291501439547,0.374111355913856,0.625888644086144,1,2017-08-17
38,"linke_pds",7.472,8.55743789672852,7.36413116108637,0.496364657411612,0.503635342588388,1,2017-08-17
38,"spd",11.158,24.429838180542,27.2930441102895,0.709812821519348,0.290187178480652,1,2017-08-17
39,"afd",6.25,6.78091192245483,25.840097774351,0.805235869209613,0.194764130790387,1,2017-08-16
39,"cdu_csu",12.996,36.7920455932617,27.1906980225042,0.676609409593136,0.323390590406864,1,2017-08-16
39,"fdp",2.856,6.66934633255005,13.7354163247314,0.827862796996854,0.172137203003146,1,2017-08-16
39,"gruene",5.816,10.3744049072266,3.44291501439547,0.371848646309264,0.628151353690736,1,2017-08-16
39,"linke_pds",6.774,8.55743789672852,7.36413116108637,0.520870196858501,0.479129803141499,1,2017-08-16
39,"spd",11.468,24.429838180542,27.2930441102895,0.704135936912089,0.295864063087912,1,2017-08-16
40,"afd",4.84,6.78091192245483,25.840097774351,0.842243006016549,0.157756993983452,1,2017-08-15
40,"cdu_csu",13.672,36.7920455932617,27.1906980225042,0.66541612126369,0.33458387873631,1,2017-08-15
40,"fdp",2.496,6.66934633255005,13.7354163247314,0.846224140268221,0.153775859731779,1,2017-08-15
40,"gruene",6.55,10.3744049072266,3.44291501439547,0.344535604419303,0.655464395580697,1,2017-08-15
40,"linke_pds",6.516,8.55743789672852,7.36413116108637,0.530551986549816,0.469448013450184,1,2017-08-15
40,"spd",11.796,24.429838180542,27.2930441102895,0.698227463257539,0.301772536742461,1,2017-08-15
41,"afd",4.84,6.78091192245483,25.840097774351,0.842243006016549,0.157756993983452,1,2017-08-14
41,"cdu_csu",12.822,36.7920455932617,27.1906980225042,0.679551726484713,0.320448273515287,1,2017-08-14
41,"fdp",2.374,6.66934633255005,13.7354163247314,0.852632773767514,0.147367226232486,1,2017-08-14
41,"gruene",6.75,10.3744049072266,3.44291501439547,0.337775308587685,0.662224691412315,1,2017-08-14
41,"linke_pds",6.888,8.55743789672852,7.36413116108637,0.516703858381068,0.483296141618932,1,2017-08-14
41,"spd",11.852,24.429838180542,27.2930441102895,0.697228595103699,0.302771404896301,1,2017-08-14
42,"afd",5.76,6.78091192245483,25.840097774351,0.817722082978008,0.182277917021992,1,2017-08-13
42,"cdu_csu",12.734,36.7920455932617,27.1906980225042,0.681049560028675,0.318950439971325,1,2017-08-13
42,"fdp",2.298,6.66934633255005,13.7354163247314,0.856674338552829,0.143325661447171,1,2017-08-13
42,"gruene",6.938,10.3744049072266,3.44291501439547,0.331658144741682,0.668341855258318,1,2017-08-13
42,"linke_pds",7.735,8.55743789672852,7.36413116108637,0.487718868226358,0.512281131773642,1,2017-08-13
42,"spd",12.108,24.429838180542,27.2930441102895,0.692698498899981,0.307301501100019,1,2017-08-13
43,"afd",5.76,6.78091192245483,25.840097774351,0.817722082978008,0.182277917021992,1,2017-08-12
43,"cdu_csu",12.836,36.7920455932617,27.1906980225042,0.679314042023071,0.320685957976929,1,2017-08-12
43,"fdp",2.308,6.66934633255005,13.7354163247314,0.856140366036494,0.143859633963506,1,2017-08-12
43,"gruene",7.02,10.3744049072266,3.44291501439547,0.329058872184139,0.670941127815861,1,2017-08-12
43,"linke_pds",7.7675,8.55743789672852,7.36413116108637,0.486671336532741,0.513328663467259,1,2017-08-12
